,angry,sad,neutral,happy,EmoAct,EmoVal,EmoDom,SpkrID,Gender,Split_Set
MSP-IMPROV-S03A-M03-S-MF02.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,3.666667,3.5,3.666667,5,Male,Train
MSP-IMPROV-S03A-M03-S-MF03.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,3.0,3.333333,3.833333,5,Male,Train
MSP-IMPROV-S03A-M03-T-MF01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.416667,3.166667,3.052632,5,Male,Train
MSP-IMPROV-S03A-M04-P-FM01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.0,3.8,3.4,7,Male,Development
MSP-IMPROV-S03A-M04-P-FM03.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.8,3.0,2.4,7,Male,Development
MSP-IMPROV-S03A-M04-P-MF02.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.8,4.2,3.4,7,Male,Development
MSP-IMPROV-S03A-M04-S-FM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.428571,2.428571,3.714286,7,Male,Development
MSP-IMPROV-S03A-M04-S-MF01.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,3.857143,1.714286,3.857143,7,Male,Development
MSP-IMPROV-S03A-M04-S-MF02.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,3.0,2.166667,3.333333,7,Male,Development
MSP-IMPROV-S03A-M04-T-MF01.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,3.789474,1.684211,4.052632,7,Male,Development
MSP-IMPROV-S03A-M05-P-FM01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.4,4.8,3.6,9,Male,Test
MSP-IMPROV-S03A-M05-P-FM02.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.2,3.6,2.8,9,Male,Test
MSP-IMPROV-S03A-M05-P-FM03.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.333333,5.0,3.666667,9,Male,Test
MSP-IMPROV-S03A-M05-P-FM04.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.142857,4.142857,3.428571,9,Male,Test
MSP-IMPROV-S03A-M05-P-FM05.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.6,3.6,3.0,9,Male,Test
MSP-IMPROV-S03A-M05-P-MF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.0,4.0,3.2,9,Male,Test
MSP-IMPROV-S03A-M05-S-FM01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.4,4.8,3.8,9,Male,Test
MSP-IMPROV-S03A-M05-S-FM02.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.875,4.125,3.25,9,Male,Test
MSP-IMPROV-S03A-M05-S-FM03.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.166667,3.0,3.0,9,Male,Test
MSP-IMPROV-S03A-M05-S-MF01.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,3.333333,1.833333,3.833333,9,Male,Test
MSP-IMPROV-S03A-M05-T-MF01.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,3.333333,1.888889,3.555556,9,Male,Test
MSP-IMPROV-S03A-M06-P-FM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.0,3.2,2.0,11,Male,Train
MSP-IMPROV-S03A-M06-P-MF01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.6,3.2,2.8,11,Male,Train
MSP-IMPROV-S03A-M06-S-FM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.666667,3.0,2.833333,11,Male,Train
MSP-IMPROV-S03A-M06-S-FM03.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,3.285714,2.142857,3.0,11,Male,Train
MSP-IMPROV-S03A-M06-S-FM05.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.0,3.2,3.2,11,Male,Train
MSP-IMPROV-S03A-M06-S-MF01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.375,3.0,2.625,11,Male,Train
MSP-IMPROV-S03A-M06-S-MF02.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.0,2.666667,2.5,11,Male,Train
MSP-IMPROV-S03H-F01-S-FM01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,4.0,4.625,3.875,2,Female,Train
MSP-IMPROV-S03H-F01-S-FM02.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.166667,4.666667,3.666667,2,Female,Train
MSP-IMPROV-S03H-F01-S-MF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.666667,4.333333,3.166667,2,Female,Train
MSP-IMPROV-S03H-F01-S-MF02.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.6,3.4,3.4,2,Female,Train
MSP-IMPROV-S03H-F01-T-FM01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.75,3.85,3.0,2,Female,Train
MSP-IMPROV-S03H-F02-P-MF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.8,3.4,3.4,4,Female,Train
MSP-IMPROV-S03H-F02-P-MF02.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.5,4.333333,2.666667,4,Female,Train
MSP-IMPROV-S03H-F02-S-FM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.8,2.6,2.6,4,Female,Train
MSP-IMPROV-S03H-F02-S-FM03.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.2,4.4,4.0,4,Female,Train
MSP-IMPROV-S03H-F02-S-MF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.5,4.166667,3.166667,4,Female,Train
MSP-IMPROV-S03H-F02-S-MF02.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.857143,4.0,3.285714,4,Female,Train
MSP-IMPROV-S03H-F02-S-MF03.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.5,4.125,3.375,4,Female,Train
MSP-IMPROV-S03H-F02-S-MF04.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,1.6,3.6,2.8,4,Female,Train
MSP-IMPROV-S03H-F02-S-MF05.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.333333,4.166667,3.5,4,Female,Train
MSP-IMPROV-S03H-F02-T-FM01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.6875,3.75,3.259259,4,Female,Train
MSP-IMPROV-S03H-F03-P-FM01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,4.166667,4.5,4.0,6,Female,Train
MSP-IMPROV-S03H-F03-P-MF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.5,4.166667,3.333333,6,Female,Train
MSP-IMPROV-S03H-F03-P-MF02.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.8,4.6,4.2,6,Female,Train
MSP-IMPROV-S03H-F03-P-MF03.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.571429,5.0,3.285714,6,Female,Train
MSP-IMPROV-S03H-F03-P-MF04.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.0,4.285714,2.714286,6,Female,Train
MSP-IMPROV-S03H-F03-S-FM01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,4.0,4.4,3.8,6,Female,Train
MSP-IMPROV-S03H-F03-S-FM02.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.8,4.4,3.8,6,Female,Train
MSP-IMPROV-S03H-F03-S-MF01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.6,3.4,3.2,6,Female,Train
MSP-IMPROV-S03H-F03-S-MF02.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.6,2.4,2.6,6,Female,Train
MSP-IMPROV-S03H-F03-S-MF03.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.857143,3.285714,2.857143,6,Female,Train
MSP-IMPROV-S03H-F03-T-FM01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.310345,3.241379,3.708333,6,Female,Train
MSP-IMPROV-S03H-F04-P-FM01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.6,4.4,4.2,8,Female,Development
MSP-IMPROV-S03H-F04-P-FM02.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.8,4.0,3.2,8,Female,Development
MSP-IMPROV-S03H-F04-P-FM03.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,1.6,4.2,2.8,8,Female,Development
MSP-IMPROV-S03H-F04-P-FM04.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.0,3.2,4.0,8,Female,Development
MSP-IMPROV-S03H-F04-P-FM05.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.166667,4.333333,3.333333,8,Female,Development
MSP-IMPROV-S03H-F04-P-FM06.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.4,4.6,3.2,8,Female,Development
MSP-IMPROV-S03H-F04-S-FM01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.8,4.8,4.0,8,Female,Development
MSP-IMPROV-S03H-F04-S-FM02.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.428571,4.285714,3.285714,8,Female,Development
MSP-IMPROV-S03H-F04-S-MF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.0,4.0,3.666667,8,Female,Development
MSP-IMPROV-S03H-F04-S-MF02.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.2,3.8,2.8,8,Female,Development
MSP-IMPROV-S03H-F04-T-FM01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.310345,4.206897,3.0,8,Female,Development
MSP-IMPROV-S03H-F05-P-FM01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.142857,4.571429,3.428571,10,Female,Test
MSP-IMPROV-S03H-F05-P-MF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.0,3.8,3.2,10,Female,Test
MSP-IMPROV-S03H-F05-S-FM01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,4.4,4.8,3.2,10,Female,Test
MSP-IMPROV-S03H-F05-S-FM03.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.285714,4.571429,3.428571,10,Female,Test
MSP-IMPROV-S03H-F05-S-FM04.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.6,4.2,3.6,10,Female,Test
MSP-IMPROV-S03H-F05-S-FM05.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.0,3.4,2.6,10,Female,Test
MSP-IMPROV-S03H-F05-S-FM06.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,4.4,4.8,4.2,10,Female,Test
MSP-IMPROV-S03H-F05-S-FM07.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.8,4.6,3.8,10,Female,Test
MSP-IMPROV-S03H-F05-S-MF02.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.2,4.2,3.4,10,Female,Test
MSP-IMPROV-S03H-F05-S-MF03.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.125,3.75,3.25,10,Female,Test
MSP-IMPROV-S03H-F05-T-FM01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.551724,4.62069,3.827586,10,Female,Test
MSP-IMPROV-S03H-F06-S-FM01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.0,3.2,3.2,12,Female,Train
MSP-IMPROV-S03H-F06-S-MF01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.428571,3.0,2.857143,12,Female,Train
MSP-IMPROV-S03H-F06-S-MF02.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.428571,2.857143,3.285714,12,Female,Train
MSP-IMPROV-S03H-F06-S-MF03.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.6,3.8,3.6,12,Female,Train
MSP-IMPROV-S03H-F06-T-FM01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.0,3.807692,3.038462,12,Female,Train
MSP-IMPROV-S03H-M01-P-FM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.0,2.8,2.4,1,Male,Train
MSP-IMPROV-S03H-M01-P-MF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.2,3.8,2.6,1,Male,Train
MSP-IMPROV-S03H-M01-S-FM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.0,2.6,2.8,1,Male,Train
MSP-IMPROV-S03H-M01-S-FM02.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.5,2.666667,2.166667,1,Male,Train
MSP-IMPROV-S03H-M01-S-FM03.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.0,3.0,2.4,1,Male,Train
MSP-IMPROV-S03H-M01-S-FM04.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.2,3.0,2.8,1,Male,Train
MSP-IMPROV-S03H-M01-S-MF01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.6,3.0,2.2,1,Male,Train
MSP-IMPROV-S03H-M01-S-MF02.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.6,2.8,2.6,1,Male,Train
MSP-IMPROV-S03H-M01-T-MF01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.266667,3.233333,3.0,1,Male,Train
MSP-IMPROV-S03H-M02-P-FM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.4,3.6,3.0,3,Male,Train
MSP-IMPROV-S03H-M02-P-MF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.6,4.2,3.0,3,Male,Train
MSP-IMPROV-S03H-M02-P-MF02.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.4,3.4,3.0,3,Male,Train
MSP-IMPROV-S03H-M02-S-FM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.2,3.2,3.2,3,Male,Train
MSP-IMPROV-S03H-M02-S-FM02.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.4,3.8,3.4,3,Male,Train
MSP-IMPROV-S03H-M02-S-MF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.333333,4.333333,3.666667,3,Male,Train
MSP-IMPROV-S03H-M02-S-MF02.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.5,4.166667,3.333333,3,Male,Train
MSP-IMPROV-S03H-M02-S-MF03.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.666667,4.0,3.833333,3,Male,Train
MSP-IMPROV-S03H-M02-T-MF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.72,4.08,3.4,3,Male,Train
MSP-IMPROV-S03H-M03-P-MF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.6,4.2,3.8,5,Male,Train
MSP-IMPROV-S03H-M03-S-FM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.0,2.8,3.2,5,Male,Train
MSP-IMPROV-S03H-M03-S-FM02.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.4,4.0,3.0,5,Male,Train
MSP-IMPROV-S03H-M03-S-FM03.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.8,3.2,2.8,5,Male,Train
MSP-IMPROV-S03H-M03-S-MF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.4,4.0,3.8,5,Male,Train
MSP-IMPROV-S03H-M03-S-MF02.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.333333,3.833333,3.5,5,Male,Train
MSP-IMPROV-S03H-M03-S-MF03.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.2,4.6,3.4,5,Male,Train
MSP-IMPROV-S03H-M03-T-MF01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.26087,3.347826,2.833333,5,Male,Train
MSP-IMPROV-S03H-M04-P-FM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.8,4.2,3.2,7,Male,Development
MSP-IMPROV-S03H-M04-P-FM02.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.6,4.4,3.0,7,Male,Development
MSP-IMPROV-S03H-M04-P-FM03.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.0,3.8,3.0,7,Male,Development
MSP-IMPROV-S03H-M04-P-FM05.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.0,3.0,3.4,7,Male,Development
MSP-IMPROV-S03H-M04-P-FM06.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.4,3.6,3.2,7,Male,Development
MSP-IMPROV-S03H-M04-S-FM02.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.6,4.0,3.6,7,Male,Development
MSP-IMPROV-S03H-M04-S-MF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.6,4.2,3.8,7,Male,Development
MSP-IMPROV-S03H-M04-T-MF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.0,4.366667,3.266667,7,Male,Development
MSP-IMPROV-S03H-M05-P-FM01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.6,4.6,3.8,9,Male,Test
MSP-IMPROV-S03H-M05-P-FM02.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.8,3.8,3.2,9,Male,Test
MSP-IMPROV-S03H-M05-P-MF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.5,4.125,3.625,9,Male,Test
MSP-IMPROV-S03H-M05-P-MF02.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.714286,4.285714,4.142857,9,Male,Test
MSP-IMPROV-S03H-M05-S-FM01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.2,3.6,3.4,9,Male,Test
MSP-IMPROV-S03H-M05-S-FM02.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.4,3.4,3.8,9,Male,Test
MSP-IMPROV-S03H-M05-S-FM03.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.4,4.6,3.8,9,Male,Test
MSP-IMPROV-S03H-M05-S-FM04.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.166667,4.0,3.5,9,Male,Test
MSP-IMPROV-S03H-M05-S-FM05.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.8,3.0,3.4,9,Male,Test
MSP-IMPROV-S03H-M05-S-FM06.wav,0.95,0.016666666666666666,0.016666666666666666,0.016666666666666666,2.4,2.4,2.6,9,Male,Test
MSP-IMPROV-S03H-M05-S-MF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.8,4.6,3.6,9,Male,Test
MSP-IMPROV-S03H-M05-S-MF02.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.4,4.4,3.8,9,Male,Test
MSP-IMPROV-S03H-M05-S-MF04.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,4.6,3.6,4.4,9,Male,Test
MSP-IMPROV-S03H-M05-T-MF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.615385,4.346154,3.884615,9,Male,Test
MSP-IMPROV-S03H-M06-P-MF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.6,3.8,3.0,11,Male,Train
MSP-IMPROV-S03H-M06-S-FM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.0,3.6,3.0,11,Male,Train
MSP-IMPROV-S03H-M06-S-FM02.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.25,3.875,3.25,11,Male,Train
MSP-IMPROV-S03H-M06-S-MF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.2,3.4,3.6,11,Male,Train
MSP-IMPROV-S03H-M06-S-MF02.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.333333,4.833333,4.0,11,Male,Train
MSP-IMPROV-S03H-M06-S-MF03.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.5,4.5,4.0,11,Male,Train
MSP-IMPROV-S03H-M06-T-MF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.636364,4.090909,3.272727,11,Male,Train
MSP-IMPROV-S03N-F01-P-FM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.2,2.8,2.2,2,Female,Train
MSP-IMPROV-S03N-F01-S-FM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.6,3.4,2.4,2,Female,Train
MSP-IMPROV-S03N-F01-S-FM02.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.8,4.0,3.4,2,Female,Train
MSP-IMPROV-S03N-F01-S-MF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.6,3.8,3.2,2,Female,Train
MSP-IMPROV-S03N-F01-S-MF02.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.666667,2.833333,2.666667,2,Female,Train
MSP-IMPROV-S03N-F01-T-FM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.205882,3.088235,2.758621,2,Female,Train
MSP-IMPROV-S03N-F02-P-MF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.2,4.4,2.2,4,Female,Train
MSP-IMPROV-S03N-F02-P-MF02.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.333333,3.666667,2.833333,4,Female,Train
MSP-IMPROV-S03N-F02-S-FM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.6,3.2,3.4,4,Female,Train
MSP-IMPROV-S03N-F02-S-MF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.6,4.2,3.2,4,Female,Train
MSP-IMPROV-S03N-F02-S-MF02.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.8,4.2,3.0,4,Female,Train
MSP-IMPROV-S03N-F02-T-FM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.12,3.0,2.8,4,Female,Train
MSP-IMPROV-S03N-F03-P-FM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.4,3.2,3.4,6,Female,Train
MSP-IMPROV-S03N-F03-P-FM02.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.125,3.0,2.75,6,Female,Train
MSP-IMPROV-S03N-F03-P-MF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.6,4.4,3.2,6,Female,Train
MSP-IMPROV-S03N-F03-P-MF02.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.4,4.6,2.6,6,Female,Train
MSP-IMPROV-S03N-F03-P-MF03.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.4,4.6,3.6,6,Female,Train
MSP-IMPROV-S03N-F03-S-MF01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.0,3.2,3.2,6,Female,Train
MSP-IMPROV-S03N-F03-S-MF02.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.0,3.0,2.6,6,Female,Train
MSP-IMPROV-S03N-F03-S-MF03.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.4,3.4,3.2,6,Female,Train
MSP-IMPROV-S03N-F03-T-FM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.833333,2.555556,2.870968,6,Female,Train
MSP-IMPROV-S03N-F04-P-FM01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,1.8,4.2,2.6,8,Female,Development
MSP-IMPROV-S03N-F04-S-FM02.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.428571,2.857143,2.142857,8,Female,Development
MSP-IMPROV-S03N-F04-S-MF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.0,4.4,3.6,8,Female,Development
MSP-IMPROV-S03N-F04-T-FM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.235294,3.117647,2.470588,8,Female,Development
MSP-IMPROV-S03N-F05-P-FM01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.714286,4.142857,2.285714,10,Female,Test
MSP-IMPROV-S03N-F05-P-FM02.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.8,4.8,4.2,10,Female,Test
MSP-IMPROV-S03N-F05-S-FM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.0,3.0,2.8,10,Female,Test
MSP-IMPROV-S03N-F05-S-MF01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.6,4.2,4.0,10,Female,Test
MSP-IMPROV-S03N-F05-S-MF02.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.833333,4.333333,3.5,10,Female,Test
MSP-IMPROV-S03N-F05-T-FM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.228571,3.171429,2.742857,10,Female,Test
MSP-IMPROV-S03N-F06-P-FM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.4,2.6,2.8,12,Female,Train
MSP-IMPROV-S03N-F06-P-FM02.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.6,3.0,3.2,12,Female,Train
MSP-IMPROV-S03N-F06-P-FM03.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,3.6,3.8,3.4,12,Female,Train
MSP-IMPROV-S03N-F06-S-FM01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,2.8,4.0,3.2,12,Female,Train
MSP-IMPROV-S03N-F06-S-FM02.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.6,3.0,3.0,12,Female,Train
MSP-IMPROV-S03N-F06-S-MF01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.428571,3.142857,3.428571,12,Female,Train
MSP-IMPROV-S03N-F06-S-MF02.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.833333,3.0,2.5,12,Female,Train
MSP-IMPROV-S03N-F06-S-MF03.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.2,3.6,3.0,12,Female,Train
MSP-IMPROV-S03N-F06-T-FM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.217391,3.086957,2.869565,12,Female,Train
MSP-IMPROV-S03N-M01-P-FM01.wav,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.95,1.666667,4.222222,2.555556,1,Male,Train
MSP-IMPROV-S03N-M01-P-MF01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,2.0,2.833333,2.666667,1,Male,Train
MSP-IMPROV-S03N-M01-S-FM01.wav,0.016666666666666666,0.016666666666666666,0.95,0.016666666666666666,1.75,2.25,2.125,1,Male,Train
