,angry,sad,disgust,contempt,fear,neutral,surprise,happy,reason
MSP-PODCAST_1755_0227.wav,0,0,0,0,0.25,0.25,0,0.5,"Cautiousness here is interpreted with a positive outlook, increasing happiness."
MSP-PODCAST_1755_0228.wav,0,0.5,0,0,0,0,0,0.5,"Concern suggests sadness but also hope, increasing happiness."
MSP-PODCAST_1755_0239.wav,0,0.25,0.25,0,0,0.5,0,0,Annoyance involves a mix of neutrality with some sadness and disgust.
MSP-PODCAST_1755_0248.wav,0,0.25,0,0,0,0.5,0,0.25,"Concern suggests a balance between sadness, neutrality, and hope."
MSP-PODCAST_1755_0249.wav,0,0.125,0,0,0,0.625,0,0.25,"Concern with a higher degree of neutrality, reducing sadness and surprise."
MSP-PODCAST_1755_0251.wav,0,0.25,0,0,0,0.25,0,0.5,"Confusion here is interpreted with a positive twist, increasing happiness."
MSP-PODCAST_1755_0264.wav,0,0,0,0,0,0.25,0.25,0.5,"Confusion with a positive outcome, suggesting more happiness and surprise."
MSP-PODCAST_1755_0267.wav,0,0.5,0.25,0,0,0.25,0,0,A mix of frustration and concern suggests sadness and a bit of disgust.
MSP-PODCAST_1755_0285.wav,0,0,0,0.25,0,0.25,0,0.5,"Cautiousness with a positive outlook, increasing happiness and reducing contempt."
MSP-PODCAST_1755_0293.wav,0,0,0,0,0.333333333,0.333333333,0.333333333,0,"Cautiousness and concern suggest a mix of fear, neutrality, and surprise."
MSP-PODCAST_1755_0298.wav,0,0,0,0,0,0.5,0,0.5,"Empathy suggests a strong sense of understanding and happiness, reducing fear."
MSP-PODCAST_1755_0309.wav,0.25,0,0,0,0,0.5,0,0.25,"Positivity suggests a balance between happiness, neutrality, and a slight anger due to potential challenges."
MSP-PODCAST_1755_0315.wav,0.2,0.2,0,0,0,0.4,0.2,0,"Annoyance involves a mix of anger, sadness, and a significant amount of neutrality."
MSP-PODCAST_1755_0339.wav,0,0.5,0,0,0,0,0,0.5,Concern suggests a strong presence of sadness but also a significant hopefulness.
MSP-PODCAST_1755_0340.wav,0.5,0.25,0,0,0,0.25,0,0,Annoyance is primarily anger with some sadness and a bit of neutrality.
MSP-PODCAST_1755_0349.wav,0,0.25,0,0.25,0,0.25,0.25,0,"Concern involves sadness and contemplation, with elements of surprise and a bit of contempt."
MSP-PODCAST_0023_0005.wav,0,0,0,0,0,0.7,0.1,0.2,"Increased neutral due to inquiring nature, slight increase in happy for interest."
MSP-PODCAST_0023_0012.wav,0.15,0.05,0,0,0,0.75,0,0.05,"Increased angry slightly due to concern, reduced happy for balance."
MSP-PODCAST_0023_0013.wav,0.05,0.2,0,0,0,0.5,0.05,0.2,"Increased sad due to concern, adjusted happy for slight optimism."
MSP-PODCAST_0023_0018.wav,0.05,0,0.05,0.05,0,0.2,0.3,0.35,"Increased happy and surprise for intrigued, reduced neutral for balance."
MSP-PODCAST_0023_0053.wav,0,0.3,0.3,0,0,0,0.4,0,"Increased sad and disgust for disappointment, increased surprise for unexpectedness."
MSP-PODCAST_0023_0064.wav,0,0,0,0,0,0.1,0,0.9,"Increased happy significantly for excitement, reduced neutral for clarity."
MSP-PODCAST_0023_0073.wav,0,0,0,0.1,0,0.6,0,0.3,"Increased happy for conversational tone, slight contempt for indifference."
MSP-PODCAST_0023_0078.wav,0,0,0,0,0,0.2,0.1,0.7,"Increased happy for pride, reduced neutral for more specific emotion."
MSP-PODCAST_0023_0096.wav,0,0,0,0,0,0.5,0.2,0.3,"Increased happy for interest, adjusted surprise for curiosity."
MSP-PODCAST_0023_0102.wav,0,0.6,0,0,0,0.4,0,0,"Increased sad due to concern, reduced neutral for emotional clarity."
MSP-PODCAST_0023_0120.wav,0,0,0,0.05,0,0.4,0.15,0.4,"Increased happy for interest, adjusted surprise for curiosity."
MSP-PODCAST_0023_0127.wav,0,0,0,0.3,0,0.4,0,0.3,"Increased contempt for disappointment, balanced happy for excitement."
MSP-PODCAST_0023_0136.wav,0,0.2,0,0,0,0.3,0.2,0.3,"Increased sad for concern, balanced happy and surprise for interest."
MSP-PODCAST_0023_0137.wav,0.2,0.2,0,0,0,0.6,0,0,"Increased angry and sad for concern, reduced neutral for balance."
MSP-PODCAST_0023_0139.wav,0.05,0.05,0,0,0,0.85,0,0.05,"Increased neutral for agreeableness, slight adjustments for balance."
MSP-PODCAST_0023_0144.wav,0.05,0.2,0.1,0.3,0,0.25,0.05,0.05,"Increased contempt and sad for confusion and concern, adjusted neutral."
MSP-PODCAST_0023_0146.wav,0.2,0.05,0,0.2,0,0.55,0,0,"Increased angry and contempt for concern, adjusted neutral for balance."
MSP-PODCAST_0023_0154.wav,0.3,0,0,0.2,0,0.2,0.2,0.1,"Increased angry for frustration, contempt for irk, reduced neutral."
MSP-PODCAST_0023_0171.wav,0.05,0.2,0,0.45,0,0.3,0,0,"Increased contempt for bemusement, adjusted sad for concern."
MSP-PODCAST_0023_0184.wav,0,0,0,0,0,0.9,0,0.1,"Increased neutral for certainty, slight happy for positive assertion."
MSP-PODCAST_0023_0205.wav,0.05,0.2,0,0.2,0,0.05,0,0.5,"Increased happy for optimism, adjusted sad and contempt for concern."
MSP-PODCAST_0023_0206.wav,0,0,0,0,0,0.9,0,0.1,"Increased neutral for descriptiveness, slight happy for positive tone."
MSP-PODCAST_0023_0217.wav,0,0,0,0,0,0,0.2,0.8,"Increased happy for amusement, reduced surprise for clarity."
MSP-PODCAST_0023_0219.wav,0,0,0,0,0,0.4,0,0.6,"Increased happy for inspiration, reduced neutral for emotional clarity."
MSP-PODCAST_0023_0220.wav,0.05,0,0,0,0,0.7,0,0.25,"Increased neutral for frustration management, slight happy for optimism."
MSP-PODCAST_0023_0229.wav,0,0,0.2,0,0,0.3,0,0.5,"Increased happy for amusement, added disgust for mixed feelings."
MSP-PODCAST_0023_0246.wav,0,0,0,0,0,0,0.1,0.9,"Increased happy for strong amusement, reduced surprise for predictability."
MSP-PODCAST_0023_0247.wav,0,0,0,0,0,0,0.1,0.9,"Increased happy for amusement, reduced neutral for emotional clarity."
MSP-PODCAST_0023_0273.wav,0.3,0,0.1,0.1,0,0.4,0,0.1,"Increased angry for concern, added disgust and contempt for nuance."
MSP-PODCAST_0023_0278.wav,0,0,0.05,0,0,0.1,0.05,0.8,"Increased happy for strong amusement, adjusted disgust for slight annoyance."
MSP-PODCAST_1755_0350.wav,0,0.2,0.2,0,0.3,0.2,0,0.1,"Increased fear due to the nature of concern, decreased disgust and sad slightly."
MSP-PODCAST_1755_0358.wav,0,0,0,0,0,0.9,0,0.1,"Increased neutral due to insightful being a cognitive state, slight increase in happy."
MSP-PODCAST_1755_0370.wav,0.4,0.2,0,0.2,0.1,0,0,0.1,"Increased angry, slight increase in fear due to frustration's negative impact."
MSP-PODCAST_1755_0377.wav,0,0,0.2,0,0.2,0.3,0,0.3,"Increased fear due to questioning nature, increased neutral and happy for balance."
MSP-PODCAST_1755_0381.wav,0,0,0,0.2,0,0.1,0.3,0.4,"Increased happy due to positive aspect of concern, increased surprise."
MSP-PODCAST_1755_0388.wav,0,0,0,0,0,0.6,0.2,0.2,"Increased neutral for cautious stance, added surprise and happy for potential positive outcomes."
MSP-PODCAST_1755_0389.wav,0,0.2,0,0,0,0.6,0,0.2,"Increased sad due to concern, increased neutral and happy for balance."
MSP-PODCAST_1755_0391.wav,0,0,0,0.2,0.2,0.2,0.1,0.3,"Increased contempt and fear due to cautiousness, increased happy for optimism."
MSP-PODCAST_1755_0394.wav,0,0.3,0,0,0,0.4,0.2,0.1,"Increased sad due to questionable nature, increased neutral and surprise."
MSP-PODCAST_1755_0399.wav,0,0,0,0,0,0.9,0,0.1,"Increased neutral due to curiosity being a cognitive state, slight increase in happy."
MSP-PODCAST_1755_0406.wav,0,0,0,0.4,0,0.5,0,0.1,"Increased contempt due to doubt, increased neutral for informative aspect."
MSP-PODCAST_1755_0411.wav,0,0,0.2,0,0.2,0.1,0.2,0.3,"Increased disgust and fear due to cautiousness, increased happy for optimism."
MSP-PODCAST_1755_0421.wav,0.4,0,0,0.2,0,0,0,0.4,"Increased angry due to annoyance, increased happy for potential resolution."
MSP-PODCAST_1755_0423.wav,0,0.7,0,0.1,0.1,0,0,0.1,"Increased sad due to worry, slight increase in fear and contempt."
MSP-PODCAST_1755_0425.wav,0.2,0.2,0,0,0,0,0,0.6,"Increased angry and sad due to cautiousness, increased happy for optimism."
MSP-PODCAST_1755_0434.wav,0,0.2,0,0,0.6,0,0.1,0.1,"Increased fear due to concern, slight increase in surprise and happy."
MSP-PODCAST_1755_0436.wav,0,0.2,0,0,0,0.3,0,0.5,"Increased sad slightly due to strong emotions, increased happy for positive outcome."
MSP-PODCAST_1755_0437.wav,0,0,0,0.2,0,0.6,0.1,0.1,"Increased contempt due to cautiousness, increased neutral for balance."
MSP-PODCAST_1755_0443.wav,0,0,0,0.1,0.1,0.5,0.1,0.3,"Increased contempt and fear slightly due to cautiousness, increased happy for optimism."
MSP-PODCAST_1755_0452.wav,0,0,0,0,0,0.9,0,0.1,"Increased neutral due to interest being a cognitive state, slight increase in happy."
MSP-PODCAST_1755_0453.wav,0.2,0.2,0,0.2,0,0,0.2,0.2,"Increased angry and sad due to hopeful nature, increased surprise and happy for optimism."
MSP-PODCAST_1755_0454.wav,0,0,0.2,0,0.2,0.6,0,0,"Increased disgust and fear due to cautiousness, increased neutral for balance."
MSP-PODCAST_1755_0456.wav,0,0.4,0,0.4,0,0,0,0.2,"Increased sad and contempt due to frustration, increased happy for slight optimism."
MSP-PODCAST_1755_0461.wav,0,0.1,0,0,0,0.8,0,0.1,"Increased sad slightly due to cautious nature, increased neutral for calmness."
MSP-PODCAST_1755_0463.wav,0,0.1,0,0.2,0,0.3,0.2,0.2,"Increased sad slightly due to concern, increased surprise and happy for balance."
MSP-PODCAST_1755_0468.wav,0,0.2,0.2,0.2,0.2,0,0,0.2,"Increased sad, disgust, contempt, and fear due to irritation, increased happy for balance."
MSP-PODCAST_1755_0475.wav,0,0,0,0.4,0,0.1,0.2,0.3,"Increased contempt due to cautiousness, increased surprise and happy for optimism."
MSP-PODCAST_1755_0489.wav,0.1,0.1,0,0.3,0.2,0,0.1,0.2,"Adjusted for the mix of cautiousness and frustration, increased contempt and fear."
MSP-PODCAST_1755_0491.wav,0.2,0,0,0,0,0.5,0.2,0.1,"Increased angry due to questionable nature, increased neutral and surprise for uncertainty."
MSP-PODCAST_1755_0494.wav,0,0,0,0,0,0.6,0.2,0.2,"Increased neutral for cautious stance, added surprise and happy for potential positive outcomes."
MSP-PODCAST_1755_0498.wav,0,0.1,0,0,0.1,0.6,0.1,0.1,"Confusion often leads to a mix of uncertainty and curiosity, not just neutrality and surprise."
MSP-PODCAST_1755_0499.wav,0,0,0,0,0,0.4,0.1,0.5,"Amusement is primarily associated with happiness, but also often includes elements of surprise."
MSP-PODCAST_1755_0503.wav,0.4,0,0,0,0,0,0.4,0,"Annoyance is closer to anger than surprise, necessitating an adjustment towards anger."
MSP-PODCAST_1755_0504.wav,0.2,0,0,0,0.2,0.2,0,0.4,"Concern often involves a mix of fear and neutrality, with potential for positive resolution."
MSP-PODCAST_1755_0511.wav,0,0.2,0,0.2,0,0.4,0,0.2,"Informative content is neutral but can provoke thoughtfulness, leading to a slight increase in sadness."
MSP-PODCAST_1755_0516.wav,0,0,0.2,0.2,0.3,0,0.2,0,"Frustration involves elements of disgust, contempt, and fear, not just equal distribution."
MSP-PODCAST_1755_0517.wav,0,0.4,0,0,0,0.4,0,0.2,"Concern with calmness suggests a higher level of sadness and neutrality, with some hope."
MSP-PODCAST_1755_0522.wav,0,0.3,0,0,0,0.4,0,0.3,"A mix of annoyance and concern suggests a balance between sadness, neutrality, and happiness."
MSP-PODCAST_1755_0524.wav,0,0.3,0,0,0.1,0.4,0,0.2,"Boredom involves more sadness and a higher level of neutrality, with a slight fear of monotony."
MSP-PODCAST_1755_0525.wav,0,0.3,0,0.2,0.2,0.1,0,0.2,"Concern involves more sadness and fear, with less neutrality and some hopefulness."
MSP-PODCAST_1755_0527.wav,0,0,0.2,0,0,0,0,0.8,"Cautious optimism suggests a higher level of happiness, with a slight sense of caution."
MSP-PODCAST_1755_0528.wav,0,0.1,0,0,0.1,0.6,0.1,0.1,"Confusion often leads to a mix of uncertainty and curiosity, not just neutrality and surprise."
MSP-PODCAST_1756_0063.wav,0,0,0,0,0.2,0.6,0,0.2,"Cautiousness implies a higher level of fear and neutrality, with some hopefulness."
MSP-PODCAST_1756_0105.wav,0,0,0,0.2,0,0.7,0,0.1,"A mix of caution and concern suggests a higher level of neutrality, with some contemplation."
MSP-PODCAST_1757_0008.wav,0,0,0,0.2,0.2,0.4,0,0.2,"Concern often involves a mix of fear and neutrality, with potential for positive resolution."
MSP-PODCAST_1757_0050.wav,0,0,0,0,0,0.2,0.1,0.7,"Frustration can lead to determination, suggesting a shift towards happiness and surprise."
MSP-PODCAST_1759_0044.wav,0.4,0,0.2,0,0.2,0.2,0,0,"Annoyance is closer to anger, with elements of disgust and fear, not just neutrality."
MSP-PODCAST_1760_0048.wav,0,0,0.1,0,0.1,0.5,0,0.3,"Seriousness involves neutrality but also a slight readiness or alertness, suggesting some happiness."
MSP-PODCAST_1760_0071.wav,0.3,0.4,0,0,0,0.3,0,0,"Cautiousness suggests a higher level of sadness and neutrality, with a slight anger due to concern."
MSP-PODCAST_1760_0073.wav,0,0.2,0,0.4,0,0,0.2,0.2,"Passion involves strong emotions, suggesting an increase in contempt and happiness for intensity."
MSP-PODCAST_1760_0081.wav,0,0,0.4,0,0.3,0,0.2,0.1,"Being stirred involves a mix of strong emotions, suggesting an increase in disgust and fear."
MSP-PODCAST_1760_0196.wav,0,0,0,0.3,0,0.5,0.1,0.1,"Concern involves contemplation and neutrality, with a slight readiness for action, suggesting some contempt."
MSP-PODCAST_1760_0211.wav,0,0,0,0.2,0,0.3,0,0.5,"Annoyance can lead to a determination to overcome, suggesting a shift towards happiness."
MSP-PODCAST_1760_0279.wav,0,0,0.2,0.2,0,0.3,0.2,0.1,"Passionate feelings involve a mix of strong emotions, suggesting an increase in disgust and contempt."
MSP-PODCAST_1760_0305.wav,0,0,0,0.2,0.2,0,0,0.6,"Cautious optimism suggests a higher level of happiness, with a slight sense of caution."
MSP-PODCAST_1760_0331.wav,0,0,0,0.2,0,0.3,0.2,0.3,"Annoyance can lead to a determination to overcome, suggesting a shift towards happiness."
MSP-PODCAST_1760_0362.wav,0.3,0,0,0.3,0,0.4,0,0,"Cautiousness suggests a higher level of neutrality, with a slight readiness for action."
MSP-PODCAST_1760_0437.wav,0,0,0.2,0,0,0,0.2,0.6,"Excitement in preaching suggests a higher level of happiness, with some surprise and engagement."
MSP-PODCAST_1760_0475.wav,0,0,0.2,0.2,0,0,0.4,0.2,"Enthusiasm involves a mix of surprise and happiness, with a readiness for action."
MSP-PODCAST_1760_0506.wav,0,0.1,0,0.1,0.1,0.2,0.4,0.1,"Cautiousness involves a mix of neutrality and slight fear, with potential for surprise."
MSP-PODCAST_1760_0507.wav,0.05,0.05,0.05,0.05,0.05,0.45,0.15,0.2,"Concerned implies worry (sadness) and anticipation (surprise), adjusted for balance."
MSP-PODCAST_1760_0588.wav,0,0,0,0,0,0.2,0,0.8,Remembering can be neutral but often associated with positive memories.
MSP-PODCAST_1760_0606.wav,0.1,0,0.2,0.2,0,0.2,0.1,0.2,"Persuasive involves a mix of emotions, including determination (contempt) and engagement (happy)."
MSP-PODCAST_1760_0617.wav,0,0,0.1,0.1,0.1,0.1,0.1,0.5,"Passion and determination are more aligned with positive, strong emotions like happiness."
MSP-PODCAST_1760_0643.wav,0,0.1,0.1,0,0,0.2,0.2,0.4,"Boredom has a slight negative connotation, adjusted surprise and happiness."
MSP-PODCAST_1760_0653.wav,0,0,0,0,0,0.1,0.4,0.5,Shock and joviality suggest a mix of surprise and happiness.
MSP-PODCAST_1760_0687.wav,0,0,0.2,0,0,0.5,0,0.3,"Excitement and passion are positive but with high energy, adjusted for neutrality and happiness."
MSP-PODCAST_1760_0699_0001.wav,0,0,0,0.2,0,0.1,0.2,0.5,"Confidence carries a positive tone, increased happiness and surprise for variety."
MSP-PODCAST_1760_0699_0002.wav,0.2,0,0,0.2,0.2,0.1,0,0.3,"Annoyance involves anger and some level of dominance, adjusted for fear and happiness."
MSP-PODCAST_1760_0770.wav,0,0,0,0,0,0.2,0,0.8,"Concerned here seems misplaced, assuming a positive outcome, thus increased happiness."
MSP-PODCAST_1760_0867.wav,0,0,0,0.4,0.1,0.1,0.1,0.3,"Hopeful involves looking forward to positive outcomes, adjusted for a mix of emotions."
MSP-PODCAST_1760_0895.wav,0,0,0,0,0,0.2,0,0.8,"Concerned here seems misplaced, assuming a positive outcome, thus increased happiness."
MSP-PODCAST_1760_0902.wav,0,0,0,0,0,0.2,0,0.8,"Passion is a strong positive emotion, increased happiness for alignment."
MSP-PODCAST_1761_0213.wav,0,0,0,0,0,0.3,0.2,0.5,"Curiosity is a positive, engaging emotion, adjusted for a balance of neutrality and happiness."
MSP-PODCAST_1761_0226.wav,0,0.1,0,0,0,0.2,0.2,0.5,"Paternal feelings are protective and caring, thus more aligned with happiness."
MSP-PODCAST_1762_0100.wav,0.1,0,0,0.1,0.1,0.3,0.1,0.3,"Informative can be neutral but also engaging, thus a balance of neutrality and happiness."
MSP-PODCAST_1762_0308.wav,0,0,0.2,0,0,0.5,0.1,0.2,"Persuasive involves a mix of emotions, including determination (contempt) and engagement (happy)."
MSP-PODCAST_1762_0323.wav,0,0,0,0.2,0.1,0.4,0,0.3,"Firmness implies a level of control and confidence, adjusted for neutrality and happiness."
MSP-PODCAST_1762_0345.wav,0,0,0,0,0.1,0.3,0.1,0.5,"Passion is a strong positive emotion, increased happiness for alignment."
MSP-PODCAST_1762_0486.wav,0,0,0.1,0.2,0,0.2,0.1,0.4,"Seriousness involves a level of focus and control, adjusted for a balance of emotions."
MSP-PODCAST_1762_0539.wav,0,0,0,0.2,0,0.6,0.1,0.1,"Annoyance involves a level of irritation, adjusted for neutrality and slight happiness."
MSP-PODCAST_1762_0653.wav,0,0,0,0,0,0.1,0,0.9,"Comforting is a positive, supportive action, thus increased happiness."
MSP-PODCAST_1762_0709.wav,0,0.1,0.1,0,0,0.5,0.1,0.3,"Nostalgia can have a mix of sadness and happiness, adjusted for balance."
MSP-PODCAST_1762_0767.wav,0,0,0.2,0.2,0.1,0.1,0,0.4,"Passion involves strong emotions, including positive feelings, thus increased happiness."
MSP-PODCAST_1762_0774.wav,0,0.3,0.2,0,0.2,0.1,0,0.2,"Worry involves fear and sadness, adjusted for a balance of emotions."
MSP-PODCAST_1762_0779.wav,0.2,0,0,0.2,0,0.3,0.3,0,"Seriousness involves focus and control, adjusted for surprise and neutrality."
MSP-PODCAST_1763_0011.wav,0.2,0,0,0,0.1,0.3,0.2,0.2,"Frustration involves anger and a bit of fear, adjusted for balance."
MSP-PODCAST_1763_0042.wav,0,0,0,0,0.3,0.4,0,0.3,"Cautiousness involves fear and neutrality, adjusted for a positive outcome."
MSP-PODCAST_1763_0079.wav,0,0.1,0,0,0,0.7,0,0.2,"Confidence is primarily a positive state, adjusted for neutrality and slight happiness."
MSP-PODCAST_1763_0091.wav,0,0,0,0.1,0.1,0.1,0,0.7,"Hope is a positive emotion, increased happiness for alignment with hopefulness."
MSP-PODCAST_1763_0113.wav,0.2,0.2,0.1,0.1,0,0.2,0,0.2,Disappointment and frustration suggest higher sadness and anger.
MSP-PODCAST_1763_0157.wav,0,0,0,0,0,0.5,0,0.5,Empathy and passion are more aligned with happiness and neutrality.
MSP-PODCAST_1763_0204.wav,0.2,0,0,0,0,0.4,0.2,0.2,Thoughtfulness implies more neutrality and less anger.
MSP-PODCAST_1763_0269_0002.wav,0,0,0,0,0,0.5,0.25,0.25,Curiosity suggests higher surprise and happiness.
MSP-PODCAST_1763_0274.wav,0,0.4,0,0,0,0.4,0,0.2,Concern suggests more sadness and less happiness.
MSP-PODCAST_1763_0327.wav,0,0,0,0,0,0.2,0.1,0.7,Excitement is more closely related to happiness.
MSP-PODCAST_1763_0374.wav,0,0,0,0,0,0.9,0,0.1,Firmness is mostly a neutral stance with slight positivity.
MSP-PODCAST_1763_0493.wav,0,0,0.2,0,0,0.6,0,0.2,Concern with disgust suggests more neutrality and less happiness.
MSP-PODCAST_1763_0523.wav,0,0,0,0,0,0.4,0.3,0.3,Confusion suggests more surprise and neutrality.
MSP-PODCAST_1764_0036.wav,0,0,0,0,0.1,0,0.2,0.7,Excitement is more aligned with happiness and surprise.
MSP-PODCAST_1764_0166.wav,0,0,0.2,0.2,0,0.3,0,0.3,Expectancy and concern suggest more neutrality and happiness.
MSP-PODCAST_1764_0212.wav,0,0,0,0.4,0,0.2,0.2,0.2,Informative content suggests more neutrality and less contempt.
MSP-PODCAST_1764_0247.wav,0.1,0,0.1,0,0,0.2,0.2,0.4,Loud and passionate suggest more happiness and less surprise.
MSP-PODCAST_1764_0437.wav,0,0.6,0,0,0,0.1,0.1,0.2,Sympathy is more closely related to sadness.
MSP-PODCAST_1764_0495.wav,0,0.1,0,0,0,0.6,0,0.3,Being active suggests more neutrality and happiness.
MSP-PODCAST_1764_0521.wav,0,0,0,0.6,0,0.2,0.1,0.1,Judgmental attitude suggests higher contempt.
MSP-PODCAST_1764_0569.wav,0,0,0,0,1,0,0,0,"No audio implies a neutral state, but fear is not applicable."
MSP-PODCAST_1765_0019.wav,0,0.1,0,0,0,0.6,0,0.3,Confidence suggests more neutrality and happiness.
MSP-PODCAST_1765_0078.wav,0,0,0,0,0,0.4,0.1,0.5,Hopefulness is more aligned with happiness.
MSP-PODCAST_1765_0106.wav,0.8,0,0,0,0,0.2,0,0,Seriousness suggests more neutrality and less anger.
MSP-PODCAST_1765_0111.wav,0.6,0,0,0,0,0.2,0.2,0,Imposing suggests more anger and less surprise.
MSP-PODCAST_1765_0252.wav,0,0,0.4,0,0,0.4,0.1,0.1,Emphatic suggests more disgust and less happiness.
MSP-PODCAST_1765_0309.wav,0.2,0,0,0.2,0,0.1,0.2,0.3,Excitement suggests more happiness and less anger.
MSP-PODCAST_1765_0416.wav,0,0,0,0,0,1,0,0,Urgency does not necessarily imply neutrality.
MSP-PODCAST_1765_0520.wav,0,0,0,0.1,0,0.4,0,0.5,Passion is more aligned with happiness and less with neutrality.
MSP-PODCAST_1766_0005.wav,0,0,0,0,0,0.2,0,0.8,Hope and being touched suggest more happiness.
MSP-PODCAST_1766_0032.wav,0,0,0,0,0,1,0,0,"Assertiveness is more neutral, not necessarily positive."
MSP-PODCAST_1766_0085.wav,0.4,0,0,0.2,0,0.4,0,0,Annoyance and confrontation suggest more anger and less neutrality.
MSP-PODCAST_1766_0102.wav,0,0,0,0,0,0.9,0,0.1,Cautiousness suggests more neutrality and less happiness.
MSP-PODCAST_1766_0151.wav,0,0,0,0,0,0.1,0,0.9,Defiance suggests more happiness and less neutrality.
MSP-PODCAST_1766_0244.wav,0,0,0,0,0,0.5,0.2,0.3,"Intrigued suggests a positive curiosity, increasing happiness."
MSP-PODCAST_1766_0263.wav,0,0,0,0,0.1,0.6,0.15,0.15,"Cautious implies a slight fear, adjusting fear and reducing surprise and happiness."
MSP-PODCAST_1766_0327.wav,0,0.25,0,0.15,0.1,0.3,0,0.2,"Nervousness increases sadness and reduces happiness, indicating worry."
MSP-PODCAST_1766_0436.wav,0.25,0.3,0.2,0,0.25,0,0,0,"Insistent and frustrated suggest higher anger and fear, reducing disgust."
MSP-PODCAST_1766_0487.wav,0,0.4,0,0,0,0.3,0.3,0,"Concern increases sadness, reducing neutral and surprise."
MSP-PODCAST_1766_0551.wav,0,0,0.2,0.2,0,0.3,0,0.3,"Sympathetic involves empathy, increasing happiness and reducing disgust."
MSP-PODCAST_1767_0012.wav,0,0,0,0.05,0,0.15,0.1,0.7,"Sincere is predominantly positive, increasing happiness significantly."
MSP-PODCAST_1767_0032.wav,0,0,0,0,0,0.4,0.3,0.3,"Confused increases neutrality and surprise, reducing happiness slightly."
MSP-PODCAST_1767_0124.wav,0,0.25,0.15,0.15,0.1,0.2,0,0.15,"Overwhelmed increases sadness and reduces happiness, indicating stress."
MSP-PODCAST_1767_0151.wav,0.3,0.2,0,0,0.2,0,0.2,0.1,"Assurance involves confidence, increasing anger and fear for assertiveness."
MSP-PODCAST_1767_0177.wav,0.2,0,0,0,0,0.4,0.2,0.2,"Passion and inspiration suggest a more balanced emotion, increasing neutrality."
MSP-PODCAST_1767_0241.wav,0,0.1,0,0,0.1,0.2,0.1,0.5,"Reverence is primarily positive, increasing happiness and reducing sadness."
MSP-PODCAST_1767_0335.wav,0,0,0.2,0.3,0,0.2,0.2,0.1,"Annoyance increases disgust and contempt, reducing happiness."
MSP-PODCAST_1767_0369.wav,0,0,0,0,0,0.6,0.4,0,"Insistence suggests determination, increasing neutrality and surprise."
MSP-PODCAST_1767_0521.wav,0.2,0,0,0.2,0,0.1,0.4,0.1,"Hopefulness increases surprise for the uncertain outcome, reducing neutrality."
MSP-PODCAST_1767_0690.wav,0.1,0,0,0.2,0.1,0.3,0.1,0.2,"Blandness suggests a lack of strong emotion, slightly increasing neutrality."
MSP-PODCAST_1767_0729.wav,0,0,0,0,0,0,0,1,"Rapture is an intense happiness, justifying full allocation to happy."
MSP-PODCAST_1767_0743.wav,0,0,0.4,0,0,0.1,0.25,0.25,"Energy and relief suggest a positive shift, increasing disgust for balance."
MSP-PODCAST_1768_0030.wav,0,0,0,0.3,0,0.4,0.2,0.1,"Assertiveness and strong moral faith suggest confidence, increasing contempt."
MSP-PODCAST_1768_0061.wav,0,0,0,0,0,0,0,1,"Humor directly correlates with happiness, justifying full allocation to happy."
MSP-PODCAST_1768_0083.wav,0.2,0,0.2,0.2,0,0.1,0,0.3,"Uncertainty increases confusion, adjusting for more disgust and contempt."
MSP-PODCAST_1768_0104.wav,0,0.1,0.1,0,0.1,0,0.1,0.6,"Excitement and animation suggest a high level of happiness, reducing sadness."
MSP-PODCAST_1768_0279.wav,0,0.3,0,0,0,0.4,0.2,0.1,"Hearing difficulties increase sadness and neutrality, reducing happiness."
MSP-PODCAST_1768_0289.wav,0,0,0.3,0.3,0,0.2,0.2,0,"Annoyance increases disgust and contempt, reducing neutrality."
MSP-PODCAST_1768_0509.wav,0.2,0,0,0,0,0.4,0,0.4,"Unclear situations increase confusion, adjusting for more anger and happiness."
MSP-PODCAST_1768_0525.wav,0,0.2,0,0,0.1,0.4,0.2,0.1,"Cautiousness increases neutrality and fear, reducing happiness."
MSP-PODCAST_1768_0595.wav,0,0,0,0.2,0.2,0.3,0,0.3,"Overwhelm increases fear and contempt, reducing happiness slightly."
MSP-PODCAST_1768_0748.wav,0,0,0.3,0.3,0,0.2,0.2,0,"Annoyance increases disgust and contempt, reducing happiness."
MSP-PODCAST_1769_0036.wav,0,0,0,0.2,0.2,0.4,0.1,0.1,"Cautiousness increases fear and contempt, adjusting for more neutrality."
MSP-PODCAST_1769_0037.wav,0,0,0,0,0,0.2,0.2,0.6,"Passion is a strong positive emotion, significantly increasing happiness."
MSP-PODCAST_1769_0084.wav,0,0,0,0.1,0,0.1,0.3,0.5,"Fervor implies intense passion, increasing 'happy' and 'surprise' for positive intensity."
MSP-PODCAST_1769_0092.wav,0,0,0,0,0.4,0.1,0.25,0.25,"Excitement suggests happiness and surprise; defensive adds fear, reducing neutral."
MSP-PODCAST_1769_0135.wav,0.2,0,0,0,0,0.3,0.2,0.3,Annoyance increases anger; happiness reduced to reflect annoyance's negative tone.
MSP-PODCAST_1769_0140.wav,0,0,0,0,0.5,0.4,0,0.1,Anxiety significantly increases fear; neutral reduced to accommodate increased fear.
MSP-PODCAST_1769_0195.wav,0,0,0,0,0,0.2,0,0.8,"Focused implies a positive, goal-oriented state, increasing happiness and reducing neutral."
