,angry,sad,disgust,contempt,fear,neutral,surprise,happy,words
MSP-PODCAST_2736_0082.wav,0.2,0.0,0.2,0.0,0.0,0.4,0.0,0.2,"disgust,Offended"
MSP-PODCAST_2736_0100.wav,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.25,"Curious,Confused,Curious,Curious,Curious"
MSP-PODCAST_2736_0103.wav,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,amused
MSP-PODCAST_2736_0114.wav,0.0,0.4,0.0,0.0,0.0,0.6,0.0,0.0,Concerned
MSP-PODCAST_2736_0117.wav,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.75,"optimism,optimism"
MSP-PODCAST_2736_0119.wav,0.2,0.0,0.0,0.0,0.2,0.6,0.0,0.0,surprised
MSP-PODCAST_2736_0122.wav,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"amused,Anxious,Amused,Amused,Anxious"
MSP-PODCAST_2736_0123.wav,0.0,0.2,0.0,0.0,0.0,0.6,0.2,0.0,Tired
MSP-PODCAST_2736_0131.wav,0.2,0.0,0.0,0.2,0.0,0.4,0.0,0.2,disappointed
MSP-PODCAST_2736_0142.wav,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.25,Confused
MSP-PODCAST_2736_0148.wav,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.4,Annoyed
MSP-PODCAST_2736_0167.wav,0.0,0.2,0.0,0.0,0.0,0.6,0.2,0.0,Annoyed
MSP-PODCAST_2736_0191.wav,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.2,"Curious,Curious"
MSP-PODCAST_2736_0220.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"intrigued ,Curious"
MSP-PODCAST_2736_0221.wav,0.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,"confused,uncertain"
MSP-PODCAST_2736_0241.wav,0.0,0.25,0.0,0.0,0.0,0.75,0.0,0.0,Confused
MSP-PODCAST_2736_0244.wav,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.25,"Confused,Confused"
MSP-PODCAST_2736_0246.wav,0.0,0.25,0.0,0.0,0.0,0.5,0.25,0.0,Confused
MSP-PODCAST_2736_0250.wav,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.2,Curious
MSP-PODCAST_2736_0251.wav,0.0,0.25,0.0,0.0,0.0,0.75,0.0,0.0,"Concerned,Concerned"
MSP-PODCAST_2736_0257.wav,0.333333333,0.0,0.0,0.0,0.0,0.333333333,0.0,0.333333333,"amused,amused"
MSP-PODCAST_2736_0262.wav,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,Confused
MSP-PODCAST_2736_0265.wav,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,Curious
MSP-PODCAST_2736_0267.wav,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.2,Concerned
MSP-PODCAST_2736_0287.wav,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,amused
MSP-PODCAST_2736_0306.wav,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.0,Curious
MSP-PODCAST_2736_0307.wav,0.0,0.25,0.0,0.0,0.0,0.75,0.0,0.0,Concerned
MSP-PODCAST_2736_0313.wav,0.0,0.25,0.0,0.0,0.0,0.75,0.0,0.0,amused
MSP-PODCAST_2736_0325.wav,0.0,0.0,0.0,0.0,0.0,0.5,0.333333333,0.166666667,"Curious,Curious"
MSP-PODCAST_2736_0363.wav,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.25,"Concerned,Amused"
MSP-PODCAST_2736_0374.wav,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.2,"Passionate,Passionate"
MSP-PODCAST_2736_0379.wav,0.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,Concerned
MSP-PODCAST_2736_0392.wav,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,Annoyed
MSP-PODCAST_2736_0397.wav,0.2,0.0,0.2,0.0,0.2,0.4,0.0,0.0,Confused
MSP-PODCAST_2736_0407.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,amused
MSP-PODCAST_2736_0425.wav,0.0,0.0,0.0,0.0,0.0,0.333333333,0.166666667,0.5,Reflective
MSP-PODCAST_2736_0426.wav,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,Confused
MSP-PODCAST_2736_0491.wav,0.0,0.4,0.0,0.0,0.2,0.4,0.0,0.0,Concerned
MSP-PODCAST_2736_0497.wav,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.4,"Amused,Thankful"
MSP-PODCAST_2736_0509.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"nervous,upset,upset"
MSP-PODCAST_2736_0510.wav,0.0,0.2,0.0,0.0,0.2,0.4,0.0,0.2,Annoyed
MSP-PODCAST_2736_0517.wav,0.2,0.0,0.0,0.2,0.0,0.4,0.2,0.0,Frustrated
MSP-PODCAST_2736_0537.wav,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,"Annoyed,amused,Amused"
MSP-PODCAST_2736_0545.wav,0.0,0.2,0.0,0.0,0.0,0.6,0.2,0.0,Annoyed
MSP-PODCAST_2736_0561.wav,0.0,0.2,0.4,0.0,0.0,0.4,0.0,0.0,Confused
MSP-PODCAST_2736_0563.wav,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.2,Hopeful
MSP-PODCAST_2736_0567.wav,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,"Annoyed,confused"
MSP-PODCAST_2736_0571.wav,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.5,"Curious,Curious"
MSP-PODCAST_2736_0590.wav,0.0,0.0,0.25,0.0,0.0,0.75,0.0,0.0,Amused
MSP-PODCAST_2736_0594.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,Thankful
MSP-PODCAST_2736_0598.wav,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,Concerned
MSP-PODCAST_2736_0599.wav,0.0,0.4,0.0,0.2,0.0,0.4,0.0,0.0,Concerned
MSP-PODCAST_2736_0601.wav,0.0,0.0,0.25,0.0,0.0,0.75,0.0,0.0,"Confused,Disappointed"
MSP-PODCAST_2736_0609.wav,0.0,0.0,0.0,0.2,0.0,0.4,0.2,0.2,"confused,Hopeful"
MSP-PODCAST_2736_0628.wav,0.0,0.25,0.0,0.0,0.0,0.75,0.0,0.0,"nervous,focused"
MSP-PODCAST_2736_0636.wav,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.4,Amused
MSP-PODCAST_2736_0651.wav,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.4,Hopeful
MSP-PODCAST_2736_0659.wav,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.2,Reflective
MSP-PODCAST_2736_0674.wav,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.2,Nervous
MSP-PODCAST_2736_0675.wav,0.0,0.2,0.0,0.0,0.0,0.4,0.2,0.2,Amused
MSP-PODCAST_2736_0676.wav,0.0,0.25,0.0,0.0,0.0,0.75,0.0,0.0,Concerned
MSP-PODCAST_2736_0717.wav,0.0,0.2,0.0,0.0,0.0,0.6,0.2,0.0,Curious
MSP-PODCAST_2736_0736.wav,0.0,0.0,0.0,0.0,0.2,0.4,0.2,0.2,Amused
MSP-PODCAST_2736_0744.wav,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,Annoyed
MSP-PODCAST_2736_0745.wav,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.2,Amused
MSP-PODCAST_2736_0746.wav,0.0,0.75,0.0,0.0,0.0,0.25,0.0,0.0,Disappointed
MSP-PODCAST_2736_0778.wav,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.4,Nervous
MSP-PODCAST_2736_0783.wav,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.2,"intrigued ,Curious"
MSP-PODCAST_2736_0788.wav,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.4,"Amused,Nervous"
MSP-PODCAST_2736_0811.wav,0.0,0.25,0.0,0.0,0.0,0.5,0.25,0.0,Concerned
MSP-PODCAST_2736_0873.wav,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,Concerned
MSP-PODCAST_2736_0897.wav,0.0,0.0,0.0,0.166666667,0.166666667,0.333333333,0.166666667,0.166666667,Hopeful
MSP-PODCAST_2736_0903.wav,0.0,0.0,0.2,0.0,0.2,0.6,0.0,0.0,Frustrated
MSP-PODCAST_2736_0923.wav,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.75,Amused
MSP-PODCAST_2736_1138.wav,0.2,0.2,0.0,0.2,0.0,0.2,0.2,0.0,Disappointed
MSP-PODCAST_2737_0024.wav,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.4,"Curious,Curious"
MSP-PODCAST_2737_0062.wav,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.0,"Confused,Concerned"
MSP-PODCAST_2737_0069.wav,0.25,0.0,0.0,0.0,0.25,0.25,0.25,0.0,"Curious,Amused,Curious"
MSP-PODCAST_2737_0084.wav,0.25,0.0,0.0,0.0,0.0,0.5,0.25,0.0,Concerned
MSP-PODCAST_2737_0085.wav,0.0,0.0,0.2,0.0,0.0,0.4,0.2,0.2,Stern
MSP-PODCAST_2737_0087.wav,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.2,Confused
MSP-PODCAST_2737_0106.wav,0.0,0.25,0.0,0.25,0.0,0.5,0.0,0.0,Confused
MSP-PODCAST_2737_0113.wav,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,"upset,upset"
MSP-PODCAST_2737_0117.wav,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,annoyed
MSP-PODCAST_2737_0222.wav,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.4,"Curious,Curious"
MSP-PODCAST_2737_0236.wav,0.0,0.25,0.0,0.0,0.0,0.75,0.0,0.0,Concerned
MSP-PODCAST_2737_0265.wav,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8,Confident
MSP-PODCAST_2737_0283.wav,0.0,0.166666667,0.0,0.166666667,0.0,0.5,0.166666667,0.0,Curious
MSP-PODCAST_2737_0290.wav,0.0,0.6,0.0,0.0,0.0,0.4,0.0,0.0,Disappointed
MSP-PODCAST_2737_0299.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,nervous
MSP-PODCAST_2737_0315.wav,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.2,Confused
MSP-PODCAST_2737_0317.wav,0.0,0.0,0.0,0.25,0.0,0.75,0.0,0.0,Confused
MSP-PODCAST_2737_0329.wav,0.0,0.25,0.0,0.0,0.0,0.5,0.25,0.0,"Annoyed,Confused"
MSP-PODCAST_2737_0360.wav,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,0.333333333,"Amused,amused,Amused"
MSP-PODCAST_2737_0388.wav,0.0,0.25,0.0,0.0,0.0,0.75,0.0,0.0,tired
MSP-PODCAST_2737_0396.wav,0.0,0.4,0.0,0.0,0.0,0.6,0.0,0.0,"upset,upset"
MSP-PODCAST_2737_0425.wav,0.0,0.25,0.0,0.0,0.0,0.75,0.0,0.0,Confused
MSP-PODCAST_2737_0455.wav,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.6,"Tired,calm"
MSP-PODCAST_2737_0500.wav,0.0,0.6,0.0,0.0,0.0,0.4,0.0,0.0,disappointed
MSP-PODCAST_2737_0533.wav,0.4,0.0,0.0,0.0,0.0,0.2,0.4,0.0,Frustrated
MSP-PODCAST_2737_0559.wav,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.2,Annoyed
MSP-PODCAST_2737_0573.wav,0.0,0.2,0.0,0.0,0.0,0.4,0.2,0.2,confused
MSP-PODCAST_2737_0577.wav,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,Amused
MSP-PODCAST_2737_0583.wav,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,Amused
MSP-PODCAST_2737_0615.wav,0.2,0.4,0.2,0.2,0.0,0.0,0.0,0.0,Concerned
MSP-PODCAST_2737_0629.wav,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.4,Amused
MSP-PODCAST_2737_0636.wav,0.0,0.25,0.0,0.0,0.0,0.75,0.0,0.0,Concerned
MSP-PODCAST_2737_0662.wav,0.0,0.166666667,0.0,0.166666667,0.0,0.5,0.166666667,0.0,Uncomfortable
MSP-PODCAST_2737_0673.wav,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,confused
MSP-PODCAST_2737_0674.wav,0.0,0.333333333,0.0,0.0,0.0,0.333333333,0.166666667,0.166666667,Curious
MSP-PODCAST_2737_0699.wav,0.0,0.25,0.0,0.0,0.0,0.75,0.0,0.0,Amused
MSP-PODCAST_2737_0719.wav,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,Confused
MSP-PODCAST_2737_0720.wav,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.4,Amused
MSP-PODCAST_2737_0735.wav,0.0,0.6,0.0,0.0,0.0,0.4,0.0,0.0,"flustered,Sorry"
MSP-PODCAST_2737_0743.wav,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.0,Confused
MSP-PODCAST_2737_0745.wav,0.0,0.2,0.0,0.0,0.0,0.6,0.2,0.0,Confused
MSP-PODCAST_2737_0764.wav,0.25,0.25,0.0,0.0,0.0,0.5,0.0,0.0,Disappointed 
MSP-PODCAST_2737_0768.wav,0.0,0.0,0.2,0.2,0.0,0.6,0.0,0.0,Amused
MSP-PODCAST_2737_0778.wav,0.0,0.0,0.0,0.0,0.0,0.333333333,0.333333333,0.333333333,"sarcastic,amused,Amused"
MSP-PODCAST_2737_0792.wav,0.166666667,0.0,0.0,0.0,0.0,0.333333333,0.166666667,0.333333333,Relieved
MSP-PODCAST_2737_0814.wav,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,Confused
MSP-PODCAST_2737_0825.wav,0.166666667,0.166666667,0.0,0.0,0.0,0.5,0.166666667,0.0,"Curious,questioning"
MSP-PODCAST_2737_0831.wav,0.0,0.25,0.0,0.0,0.0,0.75,0.0,0.0,Annoyed
MSP-PODCAST_2737_0834.wav,0.2,0.4,0.0,0.0,0.0,0.4,0.0,0.0,Concerned
MSP-PODCAST_2737_0836.wav,0.0,0.4,0.0,0.0,0.0,0.6,0.0,0.0,Nervous
MSP-PODCAST_2737_0894.wav,0.0,0.25,0.0,0.0,0.0,0.75,0.0,0.0,"Confused,Curious,Curious,Curious"
MSP-PODCAST_2737_0913.wav,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.4,nervous
MSP-PODCAST_2737_0923.wav,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.4,Amused
MSP-PODCAST_2737_0924.wav,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.4,Confused
MSP-PODCAST_2737_0953.wav,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.4,Amused
MSP-PODCAST_2738_0053.wav,0.0,0.0,0.0,0.25,0.0,0.25,0.5,0.0,disappointed
MSP-PODCAST_2738_0066.wav,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.75,excited
MSP-PODCAST_2738_0068.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Amused
MSP-PODCAST_2738_0069.wav,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,bored
MSP-PODCAST_2738_0071.wav,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.25,frustrated
MSP-PODCAST_2738_0074.wav,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,excited
MSP-PODCAST_2738_0094.wav,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.25,"confused,Curious,curious"
MSP-PODCAST_2738_0099.wav,0.0,0.25,0.0,0.0,0.0,0.5,0.25,0.0,"confused,curious"
MSP-PODCAST_2738_0122.wav,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,Curious
MSP-PODCAST_2738_0151.wav,0.0,0.0,0.25,0.0,0.0,0.25,0.5,0.0,Confused
MSP-PODCAST_2738_0160.wav,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,"hopeful,hopeful,hopeful"
MSP-PODCAST_2738_0190.wav,0.0,0.4,0.0,0.0,0.0,0.6,0.0,0.0,uninterested
MSP-PODCAST_2738_0193.wav,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,concerned
MSP-PODCAST_2738_0194.wav,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,excited
MSP-PODCAST_2738_0204.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,amused
MSP-PODCAST_2738_0212.wav,0.0,0.0,0.0,0.0,0.0,0.666666667,0.0,0.333333333,"curious,curious,Curious,curious,curious"
MSP-PODCAST_2738_0234.wav,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.75,excited
MSP-PODCAST_2738_0237.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Concerned
MSP-PODCAST_2738_0240.wav,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,Excited
MSP-PODCAST_2738_0241.wav,0.0,0.0,0.0,0.0,0.0,0.666666667,0.333333333,0.0,"confused,Annoyed,curious"
MSP-PODCAST_2738_0276.wav,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.25,Annoyed
MSP-PODCAST_2738_0295.wav,0.0,0.0,0.0,0.25,0.0,0.5,0.25,0.0,disappointed
MSP-PODCAST_2738_0305.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"curious,Curious,curious"
MSP-PODCAST_2738_0326.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,excited
MSP-PODCAST_2738_0355.wav,0.0,0.25,0.0,0.0,0.0,0.5,0.25,0.0,Disappointed
MSP-PODCAST_2738_0357.wav,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.5,Concerned 
MSP-PODCAST_2738_0405.wav,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,Confused
MSP-PODCAST_2738_0415.wav,0.0,0.25,0.0,0.0,0.0,0.5,0.25,0.0,Disappointed
MSP-PODCAST_2738_0422.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"shocked,shocked"
MSP-PODCAST_2738_0445.wav,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.25,"concerned,hurt"
MSP-PODCAST_2738_0452.wav,0.0,0.0,0.0,0.0,0.0,0.666666667,0.333333333,0.0,"curious,Concerned ,curious"
MSP-PODCAST_2738_0532.wav,0.2,0.0,0.0,0.2,0.0,0.6,0.0,0.0,bored
MSP-PODCAST_2738_0534.wav,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,"uninterested,uninterested"
MSP-PODCAST_2738_0547.wav,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,Excited
MSP-PODCAST_2738_0589.wav,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,confused
MSP-PODCAST_2738_0592.wav,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,"Disappointed,Reflective"
MSP-PODCAST_2738_0626.wav,0.25,0.5,0.0,0.25,0.0,0.0,0.0,0.0,concerned
MSP-PODCAST_2738_0651.wav,0.0,0.333333333,0.0,0.0,0.0,0.333333333,0.0,0.333333333,"Concerned,curious,curious"
MSP-PODCAST_2738_0692.wav,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"unsure,confused,unsure"
MSP-PODCAST_2738_0706.wav,0.25,0.0,0.0,0.0,0.0,0.5,0.25,0.0,disappointed
MSP-PODCAST_2738_0713.wav,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,"hopeful,hopeful"
MSP-PODCAST_2738_0780.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,Reflective
MSP-PODCAST_2738_0813.wav,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,"disappointed,Reflective"
MSP-PODCAST_2738_0817.wav,0.0,0.0,0.2,0.0,0.0,0.8,0.0,0.0,Reflective
MSP-PODCAST_2738_0832.wav,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,disappointed
MSP-PODCAST_2738_0929.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,confused
MSP-PODCAST_2738_0938.wav,0.0,0.0,0.2,0.0,0.2,0.6,0.0,0.0,curious
MSP-PODCAST_2738_0955.wav,0.0,0.25,0.0,0.0,0.0,0.75,0.0,0.0,"confident,passionate"
MSP-PODCAST_2738_0971.wav,0.0,0.25,0.0,0.0,0.0,0.5,0.25,0.0,Concerned
MSP-PODCAST_2738_0990.wav,0.0,0.0,0.0,0.25,0.25,0.5,0.0,0.0,Concerned
MSP-PODCAST_2738_1010.wav,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,Annoyed
MSP-PODCAST_2738_1024.wav,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,Confused 
MSP-PODCAST_2738_1032.wav,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,"confused,curious"
MSP-PODCAST_2738_1062.wav,0.0,0.0,0.0,0.0,0.0,0.333333333,0.666666667,0.0,"curious,Confused ,curious"
MSP-PODCAST_2738_1091.wav,0.0,0.0,0.0,0.2,0.2,0.6,0.0,0.0,Reflective
MSP-PODCAST_2740_0056.wav,0.0,0.25,0.0,0.0,0.0,0.75,0.0,0.0,"Concerned,Reflective"
MSP-PODCAST_2740_0117.wav,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.25,Concerned
MSP-PODCAST_2740_0153.wav,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.2,Hopeful
MSP-PODCAST_2740_0168.wav,0.0,0.0,0.0,0.25,0.0,0.5,0.25,0.0,Concerned
MSP-PODCAST_2740_0247.wav,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.2,Hopeful
MSP-PODCAST_2740_0275.wav,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,"Reflective,Reflective"
MSP-PODCAST_2741_0002.wav,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,"Concerned,Hopeful"
MSP-PODCAST_2741_0004.wav,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,Reflective
MSP-PODCAST_2741_0011.wav,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.0,"Excited,Hopeful"
MSP-PODCAST_2741_0054.wav,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,Hopeful
MSP-PODCAST_2741_0061.wav,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.2,"Reflective,Proud"
MSP-PODCAST_2741_0071.wav,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.4,Hopeful
MSP-PODCAST_2741_0073.wav,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.4,Reflective
MSP-PODCAST_2741_0093.wav,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.2,Reflective
MSP-PODCAST_2742_0002.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,amused
MSP-PODCAST_2742_0004.wav,0.0,0.666666667,0.0,0.0,0.0,0.333333333,0.0,0.0,"Embarrased,Disappointed,Embarrassed"
MSP-PODCAST_2742_0007.wav,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.2,Proud
MSP-PODCAST_2742_0009.wav,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,"Reflective,Reflective"
MSP-PODCAST_2742_0031.wav,0.0,0.0,0.0,0.25,0.0,0.75,0.0,0.0,"Concerned,Reflective"
MSP-PODCAST_2742_0032.wav,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,Reflective
MSP-PODCAST_2742_0037.wav,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.25,Confused
MSP-PODCAST_2742_0068.wav,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,Reflective
MSP-PODCAST_2742_0076.wav,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.2,Reflective
MSP-PODCAST_2742_0078.wav,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.4,Thankful
MSP-PODCAST_2742_0079.wav,0.0,0.2,0.0,0.2,0.0,0.4,0.0,0.2,Reflective
MSP-PODCAST_2742_0082.wav,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,Mocking
MSP-PODCAST_2742_0089.wav,0.0,0.0,0.333333333,0.333333333,0.0,0.333333333,0.0,0.0,"Reflective,Concerned,Reflective"
MSP-PODCAST_2742_0090.wav,0.0,0.0,0.0,0.2,0.2,0.4,0.0,0.2,Reflective
MSP-PODCAST_2742_0101.wav,0.0,0.0,0.25,0.0,0.0,0.5,0.25,0.0,Disappointed
MSP-PODCAST_2742_0109.wav,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.25,Concerned
MSP-PODCAST_2742_0115.wav,0.0,0.0,0.0,0.25,0.0,0.5,0.25,0.0,"Concerned,Reflective"
MSP-PODCAST_2742_0125.wav,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Hopeful
MSP-PODCAST_2742_0135.wav,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,Reflective
MSP-PODCAST_2742_0138.wav,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.4,Thankful
MSP-PODCAST_2743_0011.wav,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.4,Reflective
MSP-PODCAST_2743_0020.wav,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.4,Reflective
MSP-PODCAST_2743_0023.wav,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.25,"Amused,Reflective"
MSP-PODCAST_2743_0038.wav,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.4,Reflective
MSP-PODCAST_2743_0052.wav,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.4,Reflective
MSP-PODCAST_2743_0055.wav,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.4,Reflective
MSP-PODCAST_2743_0059.wav,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,"Concerned,Reflective"
MSP-PODCAST_2743_0089.wav,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.4,Reflective
MSP-PODCAST_2743_0093.wav,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.2,Proud
MSP-PODCAST_2743_0123.wav,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.4,Proud
MSP-PODCAST_2744_0002.wav,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.4,Amused
MSP-PODCAST_2744_0003.wav,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.4,Annoyed
MSP-PODCAST_2744_0011.wav,0.0,0.0,0.0,0.0,0.166666667,0.333333333,0.166666667,0.333333333,Hopeful
MSP-PODCAST_2744_0023.wav,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.2,Hopeful
MSP-PODCAST_2744_0025.wav,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.6,Hopeful
MSP-PODCAST_2744_0034.wav,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.2,"hopeful,hopeful"
MSP-PODCAST_2744_0036.wav,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,Concerned
MSP-PODCAST_2744_0070.wav,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.6,Thankful
MSP-PODCAST_2744_0078.wav,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.0,Thankful
MSP-PODCAST_2744_0093.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,Anxious
