,angry,frustrated,disappointed,sad,fear,neutral,surprise,excited,happy,relax,joy,EmoAct,EmoVal,SpkrID,Gender,Split_Set
sad_13_A_097.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.0,3.0,25,Female,Train
frustration_04_B_003.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.666666667,3.0,8,Male,Test
sad_03_A_043.wav,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,2.666666667,1.0,5,Male,Test
angry_05_A_010.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,4.6,1.0,9,Female,Train
frustration_10_A_023.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.0,3.0,19,Male,Train
angry_20_B_048.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,3.8,1.4,40,Male,Development
neutral_16_A_025.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.0,3.0,31,Male,Train
angry_11_B_014.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,2.8,1.8,22,Female,Train
surprise_17_A_033.wav,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,5.0,1.6,33,Male,Development
neutral_05_B_005.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.0,3.0,10,Male,Train
sad_10_A_006.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.8,2.8,19,Male,Train
sad_12_A_009.wav,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,1.2,2.0,23,Female,Train
surprise_05_B_024.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,3.2,4.0,10,Male,Train
neutral_11_B_010.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.0,3.0,22,Female,Train
happy_15_B_018.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.2,3.0,30,Female,Train
neutral_11_B_042.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.4,3.0,22,Female,Train
surprise_21_A_030.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.2,3.0,41,Female,Development
neutral_06_A_036.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.8,3.0,11,Female,Train
frustration_13_A_012.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.0,2.5,25,Female,Train
neutral_20_A_029.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,2.6,3.8,39,Male,Development
angry_08_B_013.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,3.2,2.0,16,Male,Train
frustration_20_A_018.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,3.666666667,1.333333333,39,Male,Development
sad_13_B_121.wav,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,1.6,1.4,26,Female,Train
sad_21_B_020.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.2,2.6,42,Female,Development
sad_03_A_018.wav,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,1.333333333,1.666666667,5,Male,Test
surprise_01_B_035.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.5,3.166666667,2,Male,Test
surprise_06_B_016.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.2,3.0,12,Male,Train
neutral_02_A_044.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.0,2.666666667,3,Female,Test
angry_15_B_006.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,2.8,2.0,30,Female,Train
surprise_14_B_021.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.6,3.2,28,Female,Train
frustration_16_B_003.wav,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,1.0,1.833333333,32,Female,Train
frustration_12_A_025.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.4,2.6,23,Female,Train
neutral_09_B_028.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.2,3.0,18,Female,Train
neutral_16_A_011.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.4,3.0,31,Male,Train
neutral_09_B_068.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.8,3.0,18,Female,Train
frustration_15_B_027.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.5,3.0,30,Female,Train
sad_09_B_041.wav,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,2.25,1.0,18,Female,Train
neutral_11_A_007.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.4,3.0,21,Female,Train
neutral_06_B_014.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.25,3.0,12,Male,Train
happy_12_A_024.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,4.0,3.25,23,Female,Train
happy_02_A_004.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.0,3.0,3,Female,Test
angry_05_A_003.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,4.8,1.2,9,Female,Train
neutral_10_A_022.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.0,3.0,19,Male,Train
frustration_22_B_022.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.5,3.166666667,43,Female,Test
angry_03_A_039.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,2.5,2.0,5,Male,Test
frustration_16_A_009.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.4,2.6,31,Male,Train
surprise_02_A_031.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.333333333,2.666666667,3,Female,Test
angry_01_B_025.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,3.5,1.833333333,2,Male,Test
surprise_13_B_051.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,3.6,2.8,26,Female,Train
happy_16_A_028.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,3.4,4.4,31,Male,Train
surprise_14_A_042.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.6,3.2,27,Female,Train
sad_20_B_009.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.4,2.8,40,Male,Development
happy_14_B_039.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,3.8,4.0,28,Female,Train
frustration_04_B_009.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.166666667,2.5,8,Male,Test
frustration_10_B_026.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.8,2.8,20,Female,Train
neutral_13_A_062.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.2,3.0,25,Female,Train
surprise_08_A_018.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,2.2,3.0,15,Female,Train
surprise_02_A_040.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,2.0,2.833333333,3,Female,Test
neutral_09_A_038.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.0,3.0,17,Female,Train
neutral_01_A_031.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,2.666666667,2.5,1,Female,Test
neutral_09_B_019.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.4,3.2,18,Female,Train
surprise_22_B_023.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,2.0,3.0,43,Female,Test
angry_01_A_028.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,4.5,1.666666667,1,Female,Test
angry_13_A_040.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,2.8,2.0,25,Female,Train
neutral_05_A_025.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.4,3.0,9,Female,Train
neutral_07_A_010.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.4,3.0,13,Female,Train
neutral_02_B_043.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.666666667,2.666666667,4,Male,Test
sad_18_A_066.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.6,2.8,35,Female,Development
angry_04_B_017.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,4.0,1.2,8,Male,Test
angry_02_A_073.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,4.0,1.5,3,Female,Test
neutral_17_A_029.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.8,3.0,33,Male,Development
neutral_07_A_056.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.6,3.2,13,Female,Train
surprise_12_A_057.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.0,3.0,23,Female,Train
happy_03_B_039.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,3.166666667,3.833333333,6,Male,Test
frustration_11_A_024.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,2.6,2.2,21,Female,Train
neutral_07_B_042.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,2.2,2.4,14,Male,Train
neutral_10_B_049.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.0,3.0,20,Female,Train
frustration_12_A_015.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.5,3.0,23,Female,Train
angry_20_B_046.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,3.2,1.6,40,Male,Development
frustration_12_B_026.wav,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,1.5,2.0,24,Female,Train
surprise_10_A_022.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.6,3.0,19,Male,Train
surprise_17_A_043.wav,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,3.8,1.6,33,Male,Development
neutral_11_A_017.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.6,3.0,21,Female,Train
surprise_17_A_016.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,2.8,3.4,33,Male,Development
neutral_05_A_066.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.0,3.0,9,Female,Train
neutral_18_A_007.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.25,3.5,35,Female,Development
neutral_20_A_006.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.0,3.0,39,Male,Development
neutral_21_A_041.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,3.0,3.8,41,Female,Development
neutral_07_B_033.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.0,2.6,14,Male,Train
surprise_13_B_037.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,3.0,2.4,26,Female,Train
surprise_02_B_035.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.333333333,2.5,4,Male,Test
sad_09_B_008.wav,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,1.6,2.0,18,Female,Train
angry_03_A_059.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,3.833333333,1.833333333,5,Male,Test
sad_12_B_003.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.4,3.0,24,Female,Train
surprise_08_B_015.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.2,3.0,16,Male,Train
sad_14_B_041.wav,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,1.2,1.2,28,Female,Train
angry_14_A_011.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,2.8,1.8,27,Female,Train
happy_17_B_040.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,3.8,4.0,34,Male,Development
sad_04_B_004.wav,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,1.2,1.6,8,Male,Test
frustration_10_B_065.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.166666667,3.166666667,20,Female,Train
sad_18_A_057.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.4,2.8,35,Female,Development
neutral_10_B_013.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.2,3.0,20,Female,Train
angry_02_A_092.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,3.666666667,1.5,3,Female,Test
happy_06_B_031.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.6,2.8,12,Male,Train
surprise_09_B_003.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,4.0,2.8,18,Female,Train
neutral_01_A_013.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.666666667,2.5,1,Female,Test
angry_11_A_025.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,2.6,2.2,21,Female,Train
sad_12_B_041.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.8,3.0,24,Female,Train
angry_20_A_050.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,3.2,1.6,39,Male,Development
neutral_20_B_072.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.2,2.8,40,Male,Development
sad_12_B_005.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.6,3.0,24,Female,Train
surprise_14_B_006.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,3.0,3.8,28,Female,Train
sad_13_A_032.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.0,3.0,25,Female,Train
happy_01_A_044.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.333333333,3.0,1,Female,Test
happy_17_B_046.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,4.0,4.4,34,Male,Development
surprise_02_A_044.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.833333333,2.333333333,3,Female,Test
surprise_17_B_019.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.0,3.2,34,Male,Development
sad_20_B_042.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.8,3.0,40,Male,Development
happy_06_A_068.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,5.0,4.8,11,Female,Train
neutral_09_A_036.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.0,3.0,17,Female,Train
sad_21_A_008.wav,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,1.4,1.6,41,Female,Development
surprise_17_A_009.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,3.4,2.4,33,Male,Development
sad_09_A_046.wav,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,2.2,1.8,17,Female,Train
happy_15_A_017.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,2.25,3.0,29,Male,Train
frustration_05_A_053.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.6,2.8,9,Female,Train
frustration_12_B_018.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.166666667,2.666666667,24,Female,Train
frustration_11_A_017.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.666666667,2.333333333,21,Female,Train
sad_03_B_017.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,2.333333333,1.333333333,6,Male,Test
frustration_12_A_020.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,2.166666667,2.666666667,23,Female,Train
neutral_21_A_004.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.8,3.0,41,Female,Development
sad_15_A_012.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,2.0,2.0,29,Male,Train
angry_11_A_043.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,2.0,1.6,21,Female,Train
frustration_18_A_003.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.333333333,3.0,35,Female,Development
surprise_12_A_079.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.8,3.4,23,Female,Train
sad_12_B_012.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.6,3.0,24,Female,Train
neutral_03_A_047.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,2.166666667,2.166666667,5,Male,Test
sad_17_B_015.wav,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,3.0,2.2,34,Male,Development
sad_07_A_028.wav,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,4.6,1.4,13,Female,Train
sad_13_B_033.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.95,2.8,4.2,26,Female,Train
happy_02_B_003.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.333333333,2.833333333,4,Male,Test
surprise_10_A_028.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.2,3.0,19,Male,Train
frustration_07_A_022.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,2.8,2.4,13,Female,Train
surprise_08_A_008.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.0,2.8,15,Female,Train
sad_17_B_034.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.4,3.0,34,Male,Development
frustration_19_B_036.wav,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,1.333333333,1.833333333,38,Male,Development
frustration_13_B_091.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.0,3.0,26,Female,Train
happy_16_A_034.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.4,3.6,31,Male,Train
frustration_03_B_016.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,4.0,2.833333333,6,Male,Test
angry_13_B_033.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,3.6,1.8,26,Female,Train
frustration_18_A_013.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,2.166666667,2.5,35,Female,Development
frustration_22_B_033.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.166666667,2.833333333,43,Female,Test
sad_20_A_030.wav,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,3.6,1.8,39,Male,Development
angry_19_A_021.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,3.4,1.8,37,Male,Development
frustration_13_B_008.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.833333333,2.333333333,26,Female,Train
neutral_05_B_072.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.0,3.0,10,Male,Train
surprise_13_B_055.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,3.0,2.8,26,Female,Train
frustration_15_A_022.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,2.666666667,3.5,29,Male,Train
sad_19_B_027.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,2.4,1.4,38,Male,Development
happy_17_A_001.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,4.2,4.6,33,Male,Development
surprise_22_A_025.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,3.6,3.2,8,Male,Test
frustration_20_A_015.wav,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,2.666666667,1.833333333,39,Male,Development
surprise_12_A_067.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.8,3.2,23,Female,Train
angry_19_B_014.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.4,1.8,38,Male,Development
happy_17_A_007.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,3.6,4.2,33,Male,Development
angry_04_B_013.wav,0.95,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,3.2,1.8,8,Male,Test
neutral_17_A_034.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.0,3.0,33,Male,Development
neutral_13_B_072.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.6,3.0,26,Female,Train
neutral_09_A_045.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.2,3.0,17,Female,Train
neutral_14_A_035.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.2,3.0,27,Female,Train
happy_12_B_036.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,4.6,4.8,24,Female,Train
surprise_13_A_038.wav,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,2.8,2.0,25,Female,Train
surprise_14_A_064.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,2.0,2.8,27,Female,Train
sad_17_B_052.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.2,3.0,34,Male,Development
surprise_22_A_033.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.95,2.8,2.8,8,Male,Test
frustration_11_A_029.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.0,3.4,21,Female,Train
neutral_20_B_024.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,3.0,2.6,40,Male,Development
sad_19_B_037.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.6,2.8,38,Male,Development
frustration_15_B_029.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.833333333,2.666666667,30,Female,Train
neutral_11_A_015.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.4,3.0,21,Female,Train
frustration_22_B_042.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.333333333,2.666666667,43,Female,Test
sad_21_B_035.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.4,3.0,42,Female,Development
neutral_11_B_062.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,1.4,3.0,22,Female,Train
frustration_17_A_078.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.333333333,2.5,33,Male,Development
happy_03_B_010.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.333333333,3.333333333,6,Male,Test
neutral_14_A_029.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.4,3.2,27,Female,Train
surprise_14_B_050.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,4.0,3.6,28,Female,Train
happy_18_A_032.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,3.4,3.6,35,Female,Development
neutral_05_B_034.wav,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,2.4,4.2,10,Male,Train
frustration_04_B_034.wav,0.005,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,2.0,2.833333333,8,Male,Test
angry_10_A_037.wav,0.005,0.005,0.005,0.005,0.95,0.005,0.005,0.005,0.005,0.005,0.005,3.0,1.6,19,Male,Train
