,angry,sad,disgust,fear,neutral,happy,SpkrID,Gender,Split_Set
1072_DFA_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1072,Female,Train
1039_IOM_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1039,Male,Train
1060_IWL_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1060,Female,Train
1085_WSI_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1085,Male,Train
1052_MTI_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1052,Female,Train
1088_WSI_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1088,Male,Train
1055_MTI_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1055,Female,Train
1037_IOM_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1037,Female,Train
1040_IWW_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1040,Male,Train
1046_TAI_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1046,Female,Train
1070_DFA_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1070,Male,Train
1073_DFA_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1073,Female,Train
1064_ITH_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1064,Male,Train
1049_TAI_DIS_XX.wav,0.01,0.01,0.95,0.01,0.01,0.01,1049,Female,Train
1079_TSI_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1079,Female,Train
1061_IWL_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1061,Female,Train
1057_IOM_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1057,Male,Train
1048_TIE_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1048,Male,Train
1081_IWL_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1081,Male,Train
1072_MTI_HAP_XX.wav,0.01,0.01,0.01,0.01,0.01,0.95,1072,Female,Train
1054_IOM_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1054,Female,Train
1066_TAI_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1066,Male,Train
1075_MTI_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1075,Female,Train
1090_DFA_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1090,Male,Train
1051_TIE_FEA_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1051,Male,Train
1060_IWW_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1060,Female,Train
1069_TAI_FEA_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1069,Male,Train
1055_IEO_FEA_MD.wav,0.01,0.01,0.01,0.01,0.95,0.01,1055,Female,Train
1052_IEO_ANG_MD.wav,0.95,0.01,0.01,0.01,0.01,0.01,1052,Female,Train
1046_IEO_HAP_MD.wav,0.01,0.01,0.01,0.01,0.95,0.01,1046,Female,Train
1070_IOM_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1070,Male,Train
1091_IWL_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1091,Female,Train
1082_TAI_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1082,Female,Train
1070_DFA_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1070,Male,Train
1064_ITH_FEA_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1064,Male,Train
1040_IWW_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1040,Male,Train
1088_WSI_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1088,Male,Train
1067_DFA_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1067,Male,Train
1061_ITH_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1061,Female,Train
1073_ITS_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1073,Female,Train
1082_TSI_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1082,Female,Train
1055_IWL_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1055,Female,Train
1046_TAI_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1046,Female,Train
1049_MTI_HAP_XX.wav,0.01,0.01,0.01,0.01,0.01,0.95,1049,Female,Train
1079_TSI_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1079,Female,Train
1076_ITS_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1076,Female,Train
1043_TIE_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1043,Female,Train
1037_IEO_FEA_LO.wav,0.01,0.01,0.01,0.01,0.95,0.01,1037,Female,Train
1082_ITH_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1082,Female,Train
1088_DFA_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1088,Male,Train
1085_DFA_HAP_XX.wav,0.01,0.01,0.01,0.01,0.01,0.95,1085,Male,Train
1040_IEO_DIS_LO.wav,0.01,0.01,0.01,0.01,0.95,0.01,1040,Male,Train
1079_ITH_HAP_XX.wav,0.01,0.01,0.01,0.01,0.01,0.95,1079,Female,Train
1049_IOM_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1049,Female,Train
1055_IWW_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1055,Female,Train
1061_TAI_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1061,Female,Train
1073_IWL_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1073,Female,Train
1064_TAI_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1064,Male,Train
1067_MTI_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1067,Male,Train
1058_IWW_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1058,Female,Train
1091_ITS_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1091,Female,Train
1052_IOM_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1052,Female,Train
1053_IWW_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1053,Female,Train
1044_IOM_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1044,Male,Train
1086_ITS_HAP_XX.wav,0.01,0.01,0.01,0.01,0.01,0.95,1086,Male,Train
1089_ITS_FEA_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1089,Female,Train
1080_DFA_HAP_XX.wav,0.01,0.01,0.01,0.01,0.01,0.95,1080,Male,Train
1050_IWW_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1050,Male,Train
1068_IWL_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1068,Male,Train
1065_MTI_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1065,Male,Train
1062_MTI_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1062,Male,Train
1059_TAI_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1059,Male,Train
1071_IWL_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1071,Male,Train
1047_IOM_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1047,Female,Train
1074_ITH_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1074,Female,Train
1038_TIE_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1038,Male,Train
1041_TIE_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1041,Male,Train
1077_ITH_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1077,Male,Train
1056_TAI_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1056,Female,Train
1060_MTI_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1060,Female,Train
1039_TIE_FEA_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1039,Male,Train
1054_TAI_HAP_XX.wav,0.01,0.01,0.01,0.01,0.01,0.95,1054,Female,Train
1069_IWL_FEA_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1069,Male,Train
1042_IOM_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1042,Male,Train
1045_IOM_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1045,Male,Train
1066_IWL_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1066,Male,Train
1051_IWW_FEA_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1051,Male,Train
1038_ITH_FEA_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1038,Male,Train
1087_IOM_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1087,Male,Train
1056_TSI_FEA_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1056,Female,Train
1041_DFA_HAP_XX.wav,0.01,0.01,0.01,0.01,0.01,0.95,1041,Male,Train
1069_IEO_SAD_LO.wav,0.01,0.01,0.01,0.01,0.95,0.01,1069,Male,Train
1066_IEO_HAP_LO.wav,0.01,0.01,0.01,0.01,0.95,0.01,1066,Male,Train
1075_IEO_FEA_LO.wav,0.01,0.01,0.01,0.01,0.95,0.01,1075,Female,Train
1084_TIE_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1084,Female,Train
1059_WSI_HAP_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1059,Male,Train
1069_DFA_HAP_XX.wav,0.01,0.01,0.01,0.01,0.01,0.95,1069,Male,Train
1078_ITS_DIS_XX.wav,0.01,0.01,0.95,0.01,0.01,0.01,1078,Female,Train
1063_ITH_HAP_XX.wav,0.01,0.01,0.01,0.01,0.01,0.95,1063,Female,Train
1075_ITS_HAP_XX.wav,0.01,0.01,0.01,0.01,0.01,0.95,1075,Female,Train
1045_TAI_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1045,Male,Train
1042_IWW_FEA_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1042,Male,Train
1057_IWL_HAP_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1057,Male,Train
1085_IEO_SAD_MD.wav,0.01,0.01,0.01,0.01,0.95,0.01,1085,Male,Train
1063_ITS_HAP_XX.wav,0.01,0.01,0.01,0.01,0.01,0.95,1063,Female,Train
1060_DFA_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1060,Female,Train
1072_TSI_FEA_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1072,Female,Train
1088_IEO_ANG_MD.wav,0.95,0.01,0.01,0.01,0.01,0.01,1088,Male,Train
1054_ITH_FEA_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1054,Female,Train
1042_MTI_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1042,Male,Train
1039_MTI_HAP_XX.wav,0.01,0.01,0.01,0.01,0.01,0.95,1039,Male,Train
1078_WSI_DIS_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1078,Female,Train
1057_DFA_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1057,Male,Train
1082_IEO_HAP_MD.wav,0.01,0.01,0.01,0.01,0.95,0.01,1082,Female,Train
1045_IWL_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1045,Male,Train
1051_ITH_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1051,Male,Train
1066_MTI_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1066,Male,Train
1048_IOM_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1048,Male,Train
1078_ITH_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1078,Female,Train
1087_ITS_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1087,Male,Train
1039_IEO_DIS_HI.wav,0.95,0.01,0.01,0.01,0.01,0.01,1039,Male,Train
1057_IWW_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1057,Male,Train
1069_MTI_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1069,Male,Train
1051_IOM_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1051,Male,Train
1045_TIE_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1045,Male,Train
1081_DFA_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1081,Male,Train
1072_IWL_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1072,Female,Train
1075_IWL_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1075,Female,Train
1060_TAI_SAD_XX.wav,0.01,0.95,0.01,0.01,0.01,0.01,1060,Female,Train
1080_WSI_DIS_XX.wav,0.01,0.01,0.95,0.01,0.01,0.01,1080,Male,Train
1053_ITH_HAP_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1053,Female,Train
1047_IWL_HAP_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1047,Female,Train
1068_ITS_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1068,Male,Train
1041_MTI_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1041,Male,Train
1038_TAI_FEA_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1038,Male,Train
1050_IWL_FEA_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1050,Male,Train
1044_MTI_FEA_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1044,Male,Train
1062_DFA_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1062,Male,Train
1058_MTI_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1058,Female,Train
1046_IWW_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1046,Female,Train
1052_TAI_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1052,Female,Train
1076_DFA_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1076,Female,Train
1061_MTI_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1061,Female,Train
1091_TSI_FEA_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1091,Female,Train
1040_IOM_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1040,Male,Train
1088_TSI_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1088,Male,Train
1082_ITS_HAP_XX.wav,0.01,0.01,0.01,0.01,0.01,0.95,1082,Female,Train
1037_TIE_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1037,Female,Train
1079_DFA_FEA_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1079,Female,Train
1070_ITH_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1070,Male,Train
1064_IWL_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1064,Male,Train
1066_IEO_SAD_MD.wav,0.01,0.01,0.01,0.01,0.95,0.01,1066,Male,Train
1081_TIE_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1081,Male,Train
1075_IEO_DIS_MD.wav,0.01,0.01,0.01,0.01,0.95,0.01,1075,Female,Train
1090_IWW_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1090,Male,Train
1069_IEO_ANG_MD.wav,0.95,0.01,0.01,0.01,0.01,0.01,1069,Male,Train
1084_IOM_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1084,Female,Train
1056_WSI_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1056,Female,Train
1047_ITS_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1047,Female,Train
1078_TIE_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1078,Female,Train
1050_TSI_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1050,Male,Train
1072_IEO_FEA_MD.wav,0.01,0.01,0.01,0.01,0.95,0.01,1072,Female,Train
1041_IOM_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1041,Male,Train
1074_ITH_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1074,Female,Train
1083_ITS_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1083,Male,Train
1077_DFA_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1077,Male,Train
1086_ITS_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1086,Male,Train
1062_MTI_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1062,Male,Train
1044_IOM_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1044,Male,Train
1050_IWW_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1050,Male,Train
1056_TAI_FEA_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1056,Female,Train
1089_TSI_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1089,Female,Train
1071_ITH_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1071,Male,Train
1057_IEO_ANG_HI.wav,0.95,0.01,0.01,0.01,0.01,0.01,1057,Male,Train
1044_WSI_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1044,Male,Train
1048_IEO_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1048,Male,Train
1063_IEO_DIS_HI.wav,0.01,0.01,0.01,0.01,0.95,0.01,1063,Female,Train
1078_IWW_ANG_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1078,Female,Train
1081_TAI_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1081,Male,Train
1051_IEO_HAP_HI.wav,0.01,0.01,0.01,0.01,0.95,0.01,1051,Male,Train
1054_IEO_SAD_HI.wav,0.01,0.95,0.01,0.01,0.01,0.01,1054,Female,Train
1041_WSI_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1041,Male,Train
1076_TAI_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1076,Female,Train
1058_TIE_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1058,Female,Train
1088_ITH_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1088,Male,Train
1070_IWW_DIS_XX.wav,0.01,0.01,0.95,0.01,0.01,0.01,1070,Male,Train
1037_IEO_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1037,Female,Train
1055_TIE_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1055,Female,Train
1073_TAI_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1073,Female,Train
1052_IEO_DIS_HI.wav,0.01,0.01,0.01,0.01,0.95,0.01,1052,Female,Train
1091_ITH_ANG_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1091,Female,Train
1049_IEO_FEA_HI.wav,0.01,0.01,0.01,0.95,0.01,0.01,1049,Female,Train
1046_IEO_ANG_HI.wav,0.95,0.01,0.01,0.01,0.01,0.01,1046,Female,Train
1085_IWL_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1085,Male,Train
1082_IWL_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1082,Female,Train
1061_IOM_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1061,Female,Train
1070_MTI_HAP_XX.wav,0.01,0.01,0.01,0.01,0.01,0.95,1070,Male,Train
1037_IEO_ANG_MD.wav,0.95,0.01,0.01,0.01,0.01,0.01,1037,Female,Train
1073_MTI_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1073,Female,Train
1043_IEO_DIS_MD.wav,0.01,0.01,0.01,0.01,0.95,0.01,1043,Female,Train
1049_TIE_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1049,Female,Train
1079_IWL_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1079,Female,Train
1088_DFA_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1088,Male,Train
1061_IWW_FEA_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1061,Female,Train
1082_ITH_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1082,Female,Train
1091_DFA_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1091,Female,Train
1077_IEO_DIS_HI.wav,0.01,0.01,0.01,0.01,0.95,0.01,1077,Male,Train
1040_DFA_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1040,Male,Train
1049_ITS_DIS_XX.wav,0.01,0.95,0.01,0.01,0.01,0.01,1049,Female,Train
1046_ITS_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1046,Female,Train
1052_TSI_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1052,Female,Train
1068_IEO_SAD_MD.wav,0.01,0.01,0.01,0.01,0.95,0.01,1068,Male,Train
1080_TIE_SAD_XX.wav,0.01,0.95,0.01,0.01,0.01,0.01,1080,Male,Train
1055_IOM_HAP_XX.wav,0.01,0.01,0.01,0.01,0.01,0.95,1055,Female,Train
1088_ITH_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1088,Male,Train
1058_IOM_FEA_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1058,Female,Train
1052_TIE_FEA_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1052,Female,Train
1079_IWL_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1079,Female,Train
1076_MTI_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1076,Female,Train
1037_IEO_SAD_MD.wav,0.01,0.01,0.01,0.01,0.95,0.01,1037,Female,Train
1040_IEO_ANG_MD.wav,0.95,0.01,0.01,0.01,0.01,0.01,1040,Male,Train
1064_IWW_FEA_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1064,Male,Train
1091_DFA_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1091,Female,Train
1085_ITH_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1085,Male,Train
1061_IWW_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1061,Female,Train
1067_TAI_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1067,Male,Train
1049_TIE_HAP_XX.wav,0.01,0.01,0.01,0.01,0.01,0.95,1049,Female,Train
1055_TAI_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1055,Female,Train
1046_IOM_DIS_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1046,Female,Train
1073_ITH_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1073,Female,Train
1088_TSI_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1088,Male,Train
1079_DFA_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1079,Female,Train
1082_ITS_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1082,Female,Train
1067_IWL_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1067,Male,Train
1090_ITS_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1090,Male,Train
1066_MTI_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1066,Male,Train
1048_IOM_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1048,Male,Train
1042_TIE_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1042,Male,Train
1072_IWL_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1072,Female,Train
1069_MTI_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1069,Male,Train
1078_ITH_HAP_XX.wav,0.01,0.01,0.01,0.01,0.01,0.95,1078,Female,Train
1057_IWW_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1057,Male,Train
1084_DFA_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1084,Female,Train
1054_IWW_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1054,Female,Train
1060_TAI_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1060,Female,Train
1045_TIE_ANG_XX.wav,0.01,0.01,0.95,0.01,0.01,0.01,1045,Male,Train
1051_IOM_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1051,Male,Train
1069_TAI_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1069,Male,Train
1045_IEO_FEA_LO.wav,0.01,0.01,0.01,0.01,0.95,0.01,1045,Male,Train
1075_MTI_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1075,Female,Train
1087_ITH_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1087,Male,Train
1054_TIE_ANG_XX.wav,0.01,0.01,0.95,0.01,0.01,0.01,1054,Female,Train
1051_TIE_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1051,Male,Train
1078_MTI_FEA_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1078,Female,Train
1084_IWL_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1084,Female,Train
1057_IOM_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1057,Male,Train
1081_IWL_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1081,Male,Train
1072_TAI_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1072,Female,Train
1063_IWW_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1063,Female,Train
1048_IEO_DIS_LO.wav,0.01,0.01,0.01,0.01,0.95,0.01,1048,Male,Train
1039_IEO_SAD_LO.wav,0.01,0.01,0.01,0.01,0.95,0.01,1039,Male,Train
1063_IWL_FEA_XX.wav,0.01,0.95,0.01,0.01,0.01,0.01,1063,Female,Train
1069_ITH_FEA_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1069,Male,Train
1060_IWL_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1060,Female,Train
1087_TSI_DIS_XX.wav,0.01,0.01,0.95,0.01,0.01,0.01,1087,Male,Train
1090_WSI_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1090,Male,Train
1048_TAI_HAP_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1048,Male,Train
1084_TSI_SAD_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1084,Female,Train
1039_IOM_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1039,Male,Train
1075_DFA_FEA_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1075,Female,Train
1051_IWL_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1051,Male,Train
1088_IEO_HAP_LO.wav,0.01,0.01,0.01,0.01,0.95,0.01,1088,Male,Train
1054_IWL_ANG_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1054,Female,Train
1069_ITS_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1069,Male,Train
1078_TSI_FEA_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1078,Female,Train
1060_ITH_ANG_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1060,Female,Train
1075_TSI_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1075,Female,Train
1039_TAI_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1039,Male,Train
1045_MTI_NEU_XX.wav,0.01,0.01,0.01,0.01,0.95,0.01,1045,Male,Train
